Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	Exchange	LastDailyClose	itiBaseline	tradeSizeBaseline	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	Sentiment	ClerkArm	ClerkSentiment	nocoref_neutral_filter	nocoref_confidence_weighted	nocoref_net_score	nocoref_top_k	nocoref_positional	NoCorefCompletedAt
DD	"[""DD""]"	nPn5GRgZqa	2026-06-10 09:36:15.839	DuPont Announces Healthcare Solutions U.S.-based Manufacturing Sites Now Powered by 100% Renewable Electricity	PR Newswire	408.38	NYSE		44444.0	44444.0	2026-06-10 09:36:15.868820	0.1832	0.0147	0.802	0.1685	positive	BAD	accepted:1015	sentiment_bad_released	0.5413	0.5647	0.3283	0.7575	0.3809	2026-06-10 09:36:16.181836
SES	"[""SES""]"	nPn6jDM38a	2026-06-10 09:36:16.185	SES Deadline Alert: Levi & Korsinsky Reminds SES AI Corporation (SES) Investors of Securities Class Action Deadline on June 26, 2026	PR Newswire	236.01	NYSE		44444.0	44444.0	2026-06-10 09:36:16.223184	0.15	0.0866	0.7634	0.0635	positive	BAD	accepted:1009	sentiment_bad_released	0.0268	0.0652	0.0266	0.7492	0.0095	2026-06-10 09:36:16.840913
PICS	"[""PICS""]"	nPn4PVqtVa	2026-06-10 09:39:21.880	Levi & Korsinsky Reminds PicS N.V. Investors of the Pending Class Action Lawsuit With a Lead Plaintiff Deadline of August 4, 2026 - PICS	PR Newswire	22.23	NASDAQ	9.79	15.2	202.7497	2026-06-10 09:39:21.905330	0.2175	0.1343	0.6482	0.0832	positive	OK	accepted:1003	sentiment_ack	-0.1369	-0.1899	-0.1079	0.6182	-0.077	2026-06-10 09:39:22.416511
PHR	"[""PHR""]"	nPn8K58c9a	2026-06-10 09:40:23.228	PHR DEADLINE: Levi & Korsinsky Reminds Phreesia, Inc. Investors of Upcoming Securities Class Action Deadline	PR Newswire	49.77	NYSE	9.29	6.5	173.0896	2026-06-10 09:40:23.259420	0.1798	0.2237	0.5965	-0.0438	neutral	BAD	accepted:1010	sentiment_bad_released	0.2529	0.2666	0.1907	0.842	0.1119	2026-06-10 09:40:24.114845
GPK	"[""GPK""]"	nPn21sJlQa	2026-06-10 09:40:23.250	GPK DEADLINE: Levi & Korsinsky Reminds Graphic Packaging Holding Company Investors of Upcoming Securities Class Action Deadline	PR Newswire	291.25	NYSE		44444.0	44444.0	2026-06-10 09:40:23.272779	0.1815	0.2075	0.6111	-0.026	neutral	BAD	accepted:1019	sentiment_bad_released	-0.0911	-0.2036	-0.0146	0.1092	-0.0409	2026-06-10 09:40:24.138828
LKQ	"[""LKQ""]"	nPn2wWjpVa	2026-06-10 09:41:25.218	LKQ Shareholder Alert: LKQ Corporation Securities Class Action Lawsuit - Investors With Losses May Contact Levi & Korsinsky	PR Newswire	253.04	NASDAQ		44444.0	44444.0	2026-06-10 09:41:25.243917	0.0729	0.2967	0.6303	-0.2238	negative	BAD	accepted:1012	sentiment_bad_released	-0.3916	-0.4788	-0.2886	0.0213	-0.2251	2026-06-10 09:41:25.694012
FSK	"[""FSK""]"	nPn108QY0a	2026-06-10 09:42:26.718	FSK Deadline Alert: Levi & Korsinsky Reminds FS KKR CAPITAL CORP. (FSK) Investors of Securities Class Action Deadline on July 6, 2026	PR Newswire	279.18	NYSE		44444.0	44444.0	2026-06-10 09:42:26.751645	0.2074	0.0856	0.707	0.1217	positive	OK	accepted:1006	sentiment_ack	-0.1938	-0.2161	-0.1472	0.8143	-0.1407	2026-06-10 09:42:27.551519
KD	"[""KD""]"	nPn9htpxCa	2026-06-10 09:42:26.869	Kyndryl Launches AI Orchestration for Business to Accelerate Agent-Driven Transformation	PR Newswire	213.87	NYSE		44444.0	44444.0	2026-06-10 09:42:26.889705	0.3293	0.0088	0.6619	0.3206	positive	OK	accepted:1008	sentiment_ack	0.2477	0.3043	0.2235	0.5928	0.2518	2026-06-10 09:42:27.734622
GBTG	"[""GBTG""]"	nGNX8gsbtk	2026-06-10 09:44:40.929	GBTG Investors Have the Opportunity to Join Investigation of Global Business Travel Group, Inc. with the Schall Law Firm	Globe Newswire	238.86	NYSE		44444.0	44444.0	2026-06-10 09:44:40.954754	0.1137	0.0122	0.8741	0.1015	positive	BAD	skipped:excluded_string	skipped:not_armed	-0.1292	-0.1158	-0.0193	0.0405	-0.0347	2026-06-10 09:44:41.128844
ZTS	"[""ZTS""]"	nGNX8T73Rz	2026-06-10 09:47:00.903	ZOETIS INC. INVESTORS WITH LOSSES HAVE UNTIL JULY 27, 2026 TO JOIN SECURITIES CLASS ACTION – Bernstein Liebhard LLP Announces Deadline	Globe Newswire	416.83	NYSE		44444.0	44444.0	2026-06-10 09:47:00.926049	0.1309	0.1294	0.7396	0.0015	neutral	BAD	accepted:1014	sentiment_bad_released	-0.0665	-0.0801	-0.0198	0.1686	-0.012	2026-06-10 09:47:01.273965
RBLX	"[""RBLX""]"	nGNX3gQz7S	2026-06-10 09:47:01.435	ROBLOX CORPORATION (RBLX) INVESTOR ALERT Investors With Large Losses in Roblox Corporation Should Contact Bernstein Liebhard LLP To Discuss Their Rights	Globe Newswire	621.98	NYSE		44444.0	44444.0	2026-06-10 09:47:01.491290	0.199	0.0632	0.7378	0.1358	positive	BAD	accepted:1007	sentiment_bad_released	-0.0332	-0.0482	0.0022	0.3145	-0.002	2026-06-10 09:47:01.908905
T	"[""T""]"	nPn250c7Ka	2026-06-10 10:00:00.346	AT&T Launches Unlimited Day Pass, Bringing Connectivity to iPad Users Regardless of Carrier	PR Newswire	6940.0	NYSE		44444.0	44444.0	2026-06-10 10:00:00.364796	0.2425	0.0123	0.7452	0.2302	positive	OK	accepted:1001	sentiment_ack	0.1561	0.1404	0.119	0.2892	0.1258	2026-06-10 10:00:01.333902
III	"[""III""]"	nBw9L3NTMa	2026-06-10 10:00:00.531	ISG to Study Multi Public Cloud Service Providers	Business Wire	33.52	NASDAQ	4.22	42.3	219.0924	2026-06-10 10:00:00.556626	0.1406	0.012	0.8475	0.1286	positive	BAD	accepted:1005	sentiment_bad_released	0.3182	0.3942	0.2697	0.6941	0.2792	2026-06-10 10:00:01.701779
VIDA	"[""VIDA""]"	nBw5yqQcda	2026-06-10 10:00:00.633	Jenne, Inc. Selects Vida to Bring AI Agent Technology to its Reseller Network	Business Wire	5.5192	NYSE AMERICAN	4.1	31.0	414.2101	2026-06-10 10:00:00.656889	0.2395	0.0085	0.752	0.231	positive	OK	accepted:1017	sentiment_ack	0.405	0.5335	0.337	0.7718	0.3714	2026-06-10 10:00:02.859112
BAM	"[""BAM""]"	nGNX9gMGx7	2026-06-10 10:00:00.704	Scout Clean Energy Moves into New Ottawa Office and Celebrates Trail Road BESS Construction Start	Globe Newswire	354.09	NYSE		44444.0	44444.0	2026-06-10 10:00:00.804846	0.1491	0.0281	0.8228	0.121	positive	BAD	accepted:1002	sentiment_bad_released	0.5314	0.6007	0.4379	0.8066	0.4318	2026-06-10 10:00:03.111875
TLSI	"[""TLSI""]"	nACSWgVkMa	2026-06-10 10:00:03.475	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of TriSalus Life Sciences Inc. - TLSI	ACCESSWIRE	38.14	NASDAQ	3.34	24.9	194.6651	2026-06-10 10:00:03.502560	0.0971	0.096	0.8068	0.0011	neutral	BAD	skipped:excluded_string	skipped:not_armed	-0.3391	-0.4715	-0.1663	0.1116	-0.1974	2026-06-10 10:00:04.364672
BKKT	"[""BKKT""]"	nACS36vs9a	2026-06-10 10:00:03.701	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Bakkt, Inc. - BKKT	ACCESSWIRE	26.92	NYSE	7.7	4.7	304.7433	2026-06-10 10:00:03.762592	0.1281	0.1233	0.7486	0.0048	neutral	BAD	skipped:excluded_string	skipped:not_armed	-0.2952	-0.4438	-0.1347	0.11	-0.1529	2026-06-10 10:00:04.911235
BRCB	"[""BRCB""]"	nACSmc6nra	2026-06-10 10:00:03.888	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Black Rock Coffee Bar, Inc. - BRCB	ACCESSWIRE	20.99	NASDAQ	6.26	12.5	208.0213	2026-06-10 10:00:04.049693	0.1238	0.1171	0.7591	0.0067	neutral	BAD	skipped:excluded_string	skipped:not_armed	-0.1921	-0.3013	-0.068	0.11	-0.0779	2026-06-10 10:00:05.260203
AARD	"[""AARD""]"	nACSHTRC3a	2026-06-10 10:00:03.915	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Aardvark Therapeutics, Inc. - AARD	ACCESSWIRE	12.55	NASDAQ	3.58	69.0	233.1285	2026-06-10 10:00:04.039044	0.1263	0.1161	0.7576	0.0102	neutral	BAD	skipped:excluded_string	skipped:not_armed	-0.1588	-0.2818	-0.0758	0.1336	-0.0913	2026-06-10 10:00:05.850442
BP	"[""BP""]"	nACSlKxbla	2026-06-10 10:00:03.953	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of BP p.l.c. - BP	ACCESSWIRE	2570.0	NYSE		44444.0	44444.0	2026-06-10 10:00:04.019708	0.1078	0.1101	0.782	-0.0023	neutral	BAD	skipped:excluded_string	skipped:not_armed	-0.1348	-0.2019	-0.0454	0.0299	-0.0541	2026-06-10 10:00:06.061286
INTU	"[""INTU""]"	nACScmsqGa	2026-06-10 10:00:04.535	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Intuit, Inc. - INTU	ACCESSWIRE	267.63	NASDAQ		44444.0	44444.0	2026-06-10 10:00:04.579553	0.0858	0.0863	0.8278	-0.0005	neutral	BAD	skipped:excluded_string	skipped:not_armed	-0.1289	-0.2401	-0.0557	0.1675	-0.0602	2026-06-10 10:00:06.419671
VTSI	"[""VTSI""]"	nACS8TvJba	2026-06-10 10:00:07.025	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of VirTra, Inc. - VTSI	ACCESSWIRE	10.85	NASDAQ	3.32	178.0	343.738	2026-06-10 10:00:07.046533	0.1149	0.1011	0.7841	0.0138	neutral	BAD	skipped:excluded_string	skipped:not_armed	-0.2899	-0.4206	-0.1321	0.11	-0.1517	2026-06-10 10:00:07.653845
TFC	"[""TFC""]"	nACSHz42za	2026-06-10 10:00:07.053	Truist Foundation Announces New Inspire Awards Challenge To Support Adult Workers in the Age of AI	ACCESSWIRE	1240.0	NYSE		44444.0	44444.0	2026-06-10 10:00:07.077131	0.3806	0.0242	0.5953	0.3564	positive	OK	accepted:1000	sentiment_ack	0.4208	0.5312	0.4208	0.7567	0.3877	2026-06-10 10:00:08.368713
GTM	"[""GTM""]"	nACS17kYHa	2026-06-10 10:00:07.066	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of ZoomInfo Technologies Inc. - GTM	ACCESSWIRE	230.35	NASDAQ		44444.0	44444.0	2026-06-10 10:00:07.089762	0.0895	0.0727	0.8378	0.0169	neutral	BAD	skipped:excluded_string	skipped:not_armed	-0.314	-0.4331	-0.1531	0.11	-0.1702	2026-06-10 10:00:08.608717
SNBR	"[""SNBR""]"	nACS3tjtya	2026-06-10 10:00:07.160	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Sleep Number Corporation - SNBR	ACCESSWIRE	18.58	NASDAQ	0.5846	0.9	898.817	2026-06-10 10:00:07.180371	0.0942	0.0692	0.8365	0.025	neutral	BAD	skipped:excluded_string	skipped:not_armed	-0.2895	-0.4293	-0.1319	0.11	-0.1504	2026-06-10 10:00:09.183964
SGI	"[""SGI""]"	nPn78TKtfa	2026-06-10 10:00:08.194	Mattress Firm Heats Up Summer Savings with its Annual July 4th Sale	PR Newswire	202.8	NYSE		44444.0	44444.0	2026-06-10 10:00:08.248576	0.2183	0.0513	0.7304	0.167	positive	OK	accepted:1013	sentiment_ack	0.244	0.2967	0.2032	0.7578	0.1451	2026-06-10 10:00:09.690922
MAR	"[""MAR""]"	nPnklVpla	2026-06-10 10:00:16.393	Marriott International Completes Transaction to Bring Lefay into its Global Portfolio through Joint Venture	PR Newswire	210.1	NASDAQ		44444.0	44444.0	2026-06-10 10:00:16.410010	0.6124	0.0112	0.3764	0.6011	positive	OK	accepted:1004	sentiment_ack	0.3418	0.4235	0.2381	0.7178	0.3006	2026-06-10 10:00:17.080491
TGE	"[""TGE""]"	nPRrA4440a	2026-06-10 10:04:40.976	REG-The Generation Essentials Group: TGE Accelerates Optimisation of Asset-Liability Structure	PR Newswire	7.45	NYSE	0.85	497.4	443.1765	2026-06-10 10:04:41.008538	0.73	0.0096	0.2604	0.7205	positive	OK	accepted:1018	sentiment_ack	0.5649	0.4476	0.2208	0.2208	0.2386	2026-06-10 10:04:41.138162
RCL	"[""RCL""]"	nPncdNfH1a	2026-06-10 10:10:05.401	ROYAL CARIBBEAN GROUP AND ALASKA RAILROAD COMPANY CELEBRATE OFFICIAL OPENING OF CRUISE TERMINAL IN SEWARD, ALASKA	PR Newswire	250.74	NYSE		44444.0	44444.0	2026-06-10 10:10:05.422944	0.2514	0.0854	0.6631	0.166	positive	OK	accepted:1011	sentiment_ack	0.4039	0.5063	0.372	0.7158	0.34	2026-06-10 10:10:06.057566
MDLN	"[""MDLN""]"	nGNX7Sxd8D	2026-06-10 10:12:04.253	MDLN Investors Have Opportunity to Join Medline Inc. Fraud Investigation with the Schall Law Firm	Globe Newswire	525.29	NASDAQ		44444.0	44444.0	2026-06-10 10:12:04.274543	0.215	0.0141	0.7709	0.2009	positive	OK	skipped:excluded_string	skipped:not_armed	-0.137	-0.1412	-0.0632	-0.1729	-0.0864	2026-06-10 10:12:04.551316
LEGT	"[""LEGT"", ""ENRDW""]"	nPnXsJwra	2026-06-10 10:14:47.545	"Einride, a Global Leader in Autonomous and Electric Freight, Commences Trading on Nasdaq Under Tickers ""ENRD"" and ""ENRDW"""	PR Newswire	18.46	NYSE AMERICAN	9.52	56.7	246.3502	2026-06-10 10:14:47.595808	0.0788	0.0146	0.9067	0.0642	positive	BAD	no_reply	sentiment_bad_released	0.5011	0.5714	0.3923	0.801	0.3291	2026-06-10 10:14:52.556993
ENRDW	"[""LEGT"", ""ENRDW""]"	nPnXsJwra	2026-06-10 10:14:47.545	"Einride, a Global Leader in Autonomous and Electric Freight, Commences Trading on Nasdaq Under Tickers ""ENRD"" and ""ENRDW"""	PR Newswire		NYSE AMERICAN		44444.0	44444.0	2026-06-10 10:14:47.594413	0.0788	0.0146	0.9067	0.0642	positive	BAD	no_reply	sentiment_bad_released	0.5011	0.5714	0.3923	0.801	0.3291	2026-06-10 10:14:52.558537
SES	"[""SES""]"	nNFCc9Hq1M	2026-06-10 10:21:11.534	SES INVESTOR NOTICE: Faruqi & Faruqi, LLP Reminds SES AI Corporation (SES) Investors of Securities Class Action Deadline on June 26, 2026	Newsfile Corp	236.01	NYSE		44444.0	44444.0	2026-06-10 10:21:11.573105	0.0945	0.0888	0.8167	0.0057	neutral	BAD	accepted:1009	sentiment_bad_released	-0.1127	-0.2616	-0.0549	0.28	-0.0222	2026-06-10 10:21:12.116621
CWK	"[""CWK""]"	nBw9j9N9Ta	2026-06-10 10:30:00.367	Cushman & Wakefield: Law Firms Drive Office Growth for Premium Space	Business Wire	232.53	NYSE		44444.0	44444.0	2026-06-10 10:30:00.394320	0.2608	0.0249	0.7143	0.236	positive	OK	accepted:1003	sentiment_ack	0.4027	0.41	0.4027	0.7671	0.4834	2026-06-10 10:30:01.018996
MLAC	"[""MLAC""]"	nGNXbccj0z	2026-06-10 10:31:00.249	MOUNTAIN LAKE ACQUISITION CORP. ANNOUNCES POSTPONEMENT OF SHAREHOLDER MEETING TO 10:00 AM EASTERN TIME JUNE 16, 2026	Globe Newswire	22.74	NASDAQ	7.37	1215.4	257.0625	2026-06-10 10:31:00.295576	0.0328	0.1227	0.8445	-0.09	negative	BAD	accepted:1010	sentiment_bad_released	0.0158	-0.0058	0.0165	0.1894	0.0179	2026-06-10 10:31:01.107373
TROW	"[""TROW""]"	nPn6Dr6nWa	2026-06-10 10:32:45.586	T. ROWE PRICE 2026 MIDYEAR MARKET OUTLOOK: FRAGMENTATION, AI, AND INFLATION RESHAPE FINANCIAL MARKETS AMID HEIGHTENED GEOPOLITICAL TENSIONS	PR Newswire	210.31	NASDAQ		44444.0	44444.0	2026-06-10 10:32:45.625533	0.747	0.0799	0.1732	0.6671	positive	OK	accepted:1019	sentiment_ack	0.2296	0.2971	0.2205	0.8179	0.2446	2026-06-10 10:32:46.173127
XELB	"[""XELB""]"	nGNX9svYj3	2026-06-10 10:40:24.320	UPDATE -- Xcel Brands Announces Exclusive Partnership With Baggallini and Coco Rocha	Globe Newswire	4.05	NASDAQ	2.1	385.0	237.4155	2026-06-10 10:40:24.348488	0.7805	0.0128	0.2067	0.7677	positive	OK	accepted:1012	sentiment_ack	0.4294	0.4992	0.3694	0.7407	0.3325	2026-06-10 10:40:24.852532
INEO	"[""INEO""]"	nGNX696HjX	2026-06-10 10:45:00.434	INNEOVA HOLDINGS LIMTED ANNOUNCES RECEIPT OF NASDAQ EXTENSION OF COMPLIANCE PERIOD REGARDING MINIMUM PRICE DEFICIENCY	Globe Newswire	1.97	NASDAQ	0.6102	565.1	522.4225	2026-06-10 10:45:00.461612	0.3669	0.065	0.5681	0.302	positive	OK	accepted:1006	sentiment_ack	0.3176	0.3852	0.1872	0.7159	0.2508	2026-06-10 10:45:01.220302
PODC	"[""PODC""]"	nGNXwjM39	2026-06-10 10:58:19.299	PodcastOne (Nasdaq: PODC) Named Top 7 Podcast Network by Podtrac for May 2026	Globe Newswire	3.42	NASDAQ	4.25	54.0	249.9568	2026-06-10 10:58:19.330845	0.3765	0.0167	0.6068	0.3599	positive	OK	accepted:1008	sentiment_ack	0.4429	0.5272	0.2906	0.7994	0.3912	2026-06-10 10:58:20.131096
MDLN	"[""MDLN""]"	nACSrgxjga	2026-06-10 11:00:00.513	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Medline Inc. (MDLN)  and Encourages Investors to Learn More About the Investigation	ACCESSWIRE	525.29	NASDAQ		44444.0	44444.0	2026-06-10 11:00:00.561105	0.2309	0.0563	0.7128	0.1746	positive	OK	accepted:1014	sentiment_ack	-0.0187	-0.1264	-0.0049	0.2809	-0.0577	2026-06-10 11:00:01.212643
INTU	"[""INTU""]"	nACSqQhKZa	2026-06-10 11:00:01.107	Intuit Inc. (INTU) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Investors to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	267.63	NASDAQ		44444.0	44444.0	2026-06-10 11:00:01.275675	0.2575	0.0299	0.7126	0.2276	positive	OK	accepted:1002	sentiment_ack	-0.015	-0.1266	0.0036	0.1813	-0.0543	2026-06-10 11:00:02.073163
WSE	"[""WSE"", ""WISEA""]"	nACSXDZdBa	2026-06-10 11:00:00.711	Bronstein, Gewirtz & Grossman, LLC Is Investigating Wise Group plc (WSE) And Encourages Investors to Connect	ACCESSWIRE	781.47	NASDAQ		44444.0	44444.0	2026-06-10 11:00:00.822578	0.0963	0.0454	0.8583	0.0508	positive	BAD	accepted:1007	sentiment_bad_released	0.0368	-0.0631	0.0287	0.3239	-0.011	2026-06-10 11:00:02.299215
LKQ	"[""LKQ""]"	nACSpmtKSa	2026-06-10 11:00:02.605	LKQ SHAREHOLDER ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that LKQ Corporation Stockholders Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	253.04	NASDAQ		44444.0	44444.0	2026-06-10 11:00:02.635075	0.1801	0.2546	0.5653	-0.0745	negative	BAD	accepted:1001	sentiment_bad_released	0.0389	0.0246	0.0347	0.4227	-0.0123	2026-06-10 11:00:03.063206
GRCE	"[""GRCE""]"	nACS7WDyna	2026-06-10 11:00:03.788	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against Grace Therapeutics, Inc. (GRCE) And Encourages Shareholders to Reach Out	ACCESSWIRE	11.25	NASDAQ	2.33	33.5	310.9152	2026-06-10 11:00:03.818340	0.2345	0.0684	0.6972	0.1661	positive	OK	accepted:1017	sentiment_ack	0.0714	-0.0089	0.044	0.4712	0.0221	2026-06-10 11:00:04.258359
WISEA	"[""WSE"", ""WISEA""]"	nACSXDZdBa	2026-06-10 11:00:00.711	Bronstein, Gewirtz & Grossman, LLC Is Investigating Wise Group plc (WSE) And Encourages Investors to Connect	ACCESSWIRE		NASDAQ		44444.0	44444.0	2026-06-10 11:00:00.833529	0.0963	0.0454	0.8583	0.0508	positive	BAD	no_reply	sentiment_bad_released	0.0368	-0.0631	0.0287	0.3239	-0.011	2026-06-10 11:00:05.725231
BP	"[""BP""]"	nACS1y6rxa	2026-06-10 11:00:05.621	Bronstein, Gewirtz & Grossman, LLC Encourages BP p.l.c. (BP) Shareholders to Inquire about Securities Investigation	ACCESSWIRE	2570.0	NYSE		44444.0	44444.0	2026-06-10 11:00:05.641089	0.1856	0.0382	0.7762	0.1474	positive	BAD	accepted:1000	sentiment_bad_released	-0.0121	-0.1003	0.0057	0.2433	-0.0353	2026-06-10 11:00:06.129186
COMP	"[""COMP""]"	nACSBnx7ja	2026-06-10 11:00:06.138	Bronstein, Gewirtz & Grossman, LLC Encourages Compass, Inc. (COMP) Investors to Inquire about Securities Investigation	ACCESSWIRE	688.63	NYSE		44444.0	44444.0	2026-06-10 11:00:06.267113	0.1318	0.0257	0.8425	0.1061	positive	BAD	accepted:1004	sentiment_bad_released	-0.0073	-0.1118	-0.0004	0.3494	-0.0535	2026-06-10 11:00:07.144671
GAP	"[""GAP""]"	nACS7qY5Va	2026-06-10 11:00:06.104	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against The Gap, Inc. (GAP) and Encourages Investors to Learn More About the Investigation	ACCESSWIRE	237.26	NYSE		44444.0	44444.0	2026-06-10 11:00:06.193579	0.2082	0.051	0.7408	0.1571	positive	OK	accepted:1013	sentiment_ack	-0.1845	-0.3358	-0.0713	0.3494	-0.1584	2026-06-10 11:00:07.181610
ENGN	"[""ENGN""]"	nACStDmGQa	2026-06-10 11:00:06.233	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against enGene Therapeutics Inc. (ENGN) And Encourages Shareholders to Reach Out	ACCESSWIRE	27.87	NASDAQ	1.67	16.1	379.3071	2026-06-10 11:00:06.296308	0.2116	0.0801	0.7083	0.1315	positive	OK	accepted:1018	sentiment_ack	0.0779	-0.0123	0.0487	0.4073	0.0254	2026-06-10 11:00:07.569941
ANGI	"[""ANGI""]"	nACSzvFVDa	2026-06-10 11:00:08.184	Bronstein, Gewirtz & Grossman, LLC Is Investigating Angi Inc. (ANGI) And Encourages Investors to Connect	ACCESSWIRE	28.53	NASDAQ	5.77	6.4	197.4977	2026-06-10 11:00:08.206346	0.123	0.0887	0.7883	0.0343	neutral	BAD	accepted:1011	sentiment_bad_released	-0.1472	-0.3411	-0.0726	0.3494	-0.1592	2026-06-10 11:00:08.983639
SNBR	"[""SNBR""]"	nACSspy2ta	2026-06-10 11:00:08.334	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against Sleep Number Corporation (SNBR) And Encourages Shareholders to Reach Out	ACCESSWIRE	18.58	NASDAQ	0.5846	0.9	898.817	2026-06-10 11:00:08.375441	0.2621	0.0532	0.6847	0.2089	positive	OK	accepted:1016	sentiment_ack	-0.1351	-0.3178	-0.0664	0.3494	-0.1389	2026-06-10 11:00:09.269844
FJET	"[""FJET""]"	nGNX5wHMmC	2026-06-10 11:01:18.411	Starfighters Space, Inc. Shareholders Are Encouraged to Contact Johnson Fistel for More Information About Potentially Recovering Their Losses	Globe Newswire	29.36	NYSE AMERICAN	7.35	2.7	339.0491	2026-06-10 11:01:18.439114	0.2191	0.0533	0.7275	0.1658	positive	OK	accepted:1015	sentiment_ack	-0.0767	-0.0523	-0.0482	0.1903	-0.0566	2026-06-10 11:01:18.859656
PICS	"[""PICS""]"	nNFC3w26F5	2026-06-10 11:07:12.439	SHAREHOLDER NOTICE: Faruqi & Faruqi, LLP Notifies PicS N.V. (PICS) Investors of Securities Class Action Deadline on August 4, 2026	Newsfile Corp	22.23	NASDAQ	9.79	15.2	202.7497	2026-06-10 11:07:12.470036	0.0819	0.1363	0.7818	-0.0544	negative	BAD	accepted:1009	sentiment_bad_released	0.0887	0.034	0.0668	0.5234	0.1069	2026-06-10 11:07:13.293419
JNJ	"[""JNJ""]"	nBwDB9Kfa	2026-06-10 11:22:00.292	Johnson & Johnson Hit with $32 Million Verdict in Los Angeles Asbestos Trial	Business Wire	2400.0	NYSE		44444.0	44444.0	2026-06-10 11:22:00.305598	0.3725	0.3647	0.2628	0.0078	neutral	OK	accepted:1003	sentiment_ack	0.0515	0.0816	0.0459	0.3159	0.05	2026-06-10 11:22:00.732721
PHR	"[""PHR""]"	nNFC1NTgKZ	2026-06-10 11:24:11.219	PHR INVESTOR NOTICE: Faruqi & Faruqi, LLP Reminds Phreesia (PHR) Investors of Securities Class Action Deadline on July 13, 2026	Newsfile Corp	49.77	NYSE	9.29	6.5	173.0896	2026-06-10 11:24:11.241435	0.1074	0.0692	0.8235	0.0382	neutral	BAD	accepted:1010	sentiment_bad_released	-0.1395	-0.2929	-0.072	0.2965	-0.0357	2026-06-10 11:24:11.771852
RBLX	"[""RBLX""]"	nNFC6n2Fwz	2026-06-10 11:47:12.791	INVESTOR ALERT: Faruqi & Faruqi, LLP Notifies Roblox (RBLX) Investors of Securities Class Action Deadline on August 7, 2026	Newsfile Corp	621.98	NYSE		44444.0	44444.0	2026-06-10 11:47:12.840599	0.1014	0.1263	0.7723	-0.0249	neutral	BAD	accepted:1019	sentiment_bad_released	-0.1197	-0.2672	-0.0878	0.303	-0.0472	2026-06-10 11:47:13.388221
RCL	"[""RCL""]"	nPn91JgLra	2026-06-10 11:54:13.579	ROYAL CARIBBEAN OFFICIALLY WELCOMES LEGEND OF THE SEAS TO THE REVOLUTIONARY ICON CLASS, BUILT IN COLLABORATION WITH MEYER TURKU	PR Newswire	250.74	NYSE		44444.0	44444.0	2026-06-10 11:54:13.607888	0.7276	0.016	0.2563	0.7116	positive	OK	accepted:1012	sentiment_ack	0.3208	0.4716	0.3208	0.7589	0.3079	2026-06-10 11:54:14.134374
LVS	"[""LVS"", ""1928""]"	nPn9nVwzCa	2026-06-10 11:54:35.112	Sands China Recognised by S&P Global's Sustainability Yearbook for Fourth Consecutive Year	PR Newswire	274.17	NYSE		44444.0	44444.0	2026-06-10 11:54:35.140616	0.796	0.0502	0.1537	0.7458	positive	OK	accepted:1006	sentiment_ack	0.6402	0.7103	0.6111	0.842	0.619	2026-06-10 11:54:35.864746
1928	"[""LVS"", ""1928""]"	nPn9nVwzCa	2026-06-10 11:54:35.112	Sands China Recognised by S&P Global's Sustainability Yearbook for Fourth Consecutive Year	PR Newswire		NYSE		44444.0	44444.0	2026-06-10 11:54:35.143748	0.796	0.0502	0.1537	0.7458	positive	OK	no_reply	sentiment_ack	0.6402	0.7103	0.6111	0.842	0.619	2026-06-10 11:54:40.144776
PICS	"[""PICS""]"	nPn2Y9LCma	2026-06-10 12:00:01.116	Bronstein, Gewirtz & Grossman LLC Urges PicS N.V. Investors to Act: Class Action Filed Alleging Investor Harm	PR Newswire	22.23	NASDAQ	9.79	15.2	202.7497	2026-06-10 12:00:01.138709	0.1807	0.2581	0.5613	-0.0774	negative	BAD	accepted:1007	sentiment_bad_released	-0.0135	0.0017	0.0062	0.5592	-0.0003	2026-06-10 12:00:01.584848
