Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger	Exchange	DailyHigh($)	DailyHigh(%)	FinBERTCompletedAt	body_sentiment	BodyCompletedAt	body_duration_ms
RPD	"[""RPD""]"	nACSfXvKva	2026-05-10 10:00:05	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Rapid7, Inc. - RPD	ACCESSWIRE	63.86	0.121	0.1218	0.7572	-0.0007	neutral		NO:sentiment_score	NASDAQ	7.31	5.94	2026-05-10 10:00:05			
DERM	"[""DERM""]"	nACSSZ5fDa	2026-05-10 10:00:05	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Journey Medical Corporation - DERM	ACCESSWIRE	13.52	0.0979	0.0961	0.806	0.0017	neutral		NO:sentiment_score	NASDAQ	5.19	2.37	2026-05-10 10:00:05			
GPK	"[""GPK""]"	nNFC80N9ZQ	2026-05-10 10:32:17	ROSEN, A LONGSTANDING LAW FIRM, Encourages Graphic Packaging Holding Company Investors to Secure Counsel Before Important Deadline in Securities Class Action - GPK	Newsfile Corp	291.17	0.1778	0.0152	0.8071	0.1626	positive		YES	NYSE	10.66	0.0	2026-05-10 10:32:17			
NNOX	"[""NNOX""]"	nACSMwJGda	2026-05-10 11:00:00	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Nano-X Imaging Ltd. (NNOX) and Encourages Shareholders to Learn More About the Investigation	ACCESSWIRE	69.02	0.1611	0.0745	0.7644	0.0865	positive		YES	NASDAQ	1.74	1.16	2026-05-10 11:00:00			
ALDX	"[""ALDX""]"	nACSngwWLa	2026-05-10 11:00:00	Pomerantz LLP Reminds Investors: Securities Lawsuit Has Been Filed Against Aldeyra Therapeutics, Inc.  – ALDX	ACCESSWIRE	55.6	0.1143	0.3845	0.5012	-0.2702	negative		NO:sentiment_score	NASDAQ	1.77	1.14	2026-05-10 11:00:00			
ARDT	"[""ARDT""]"	nACS8PYlka	2026-05-10 11:00:01	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Ardent Health, Inc. (ARDT) and Encourages Investors to Learn More About the Investigation	ACCESSWIRE	22.42	0.196	0.0579	0.7461	0.138	positive		YES	NYSE	10.35	2.37	2026-05-10 11:00:01			
FBRT	"[""FBRT""]"	nACSGrtTJa	2026-05-10 11:00:01	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Franklin BSP Realty Trust, Inc. (FBRT) and Encourages Investors to Learn More About the Investigation 	ACCESSWIRE	79.15	0.2691	0.1126	0.6183	0.1565	positive		YES	NYSE	9.1	0.11	2026-05-10 11:00:01			
RMAX	"[""RMAX""]"	nACS1R5CMa	2026-05-10 11:00:01	Bronstein, Gewirtz & Grossman, LLC Is Investigating RE/MAX Holdings, Inc. (RMAX) And Encourages Shareholders to Connect	ACCESSWIRE	15.32	0.1452	0.161	0.6938	-0.0157	neutral		NO:sentiment_score	NYSE	10.44	-0.38	2026-05-10 11:00:01			
ASPI	"[""ASPI""]"	nACSXlGqva	2026-05-10 11:00:01	Bronstein, Gewirtz & Grossman, LLC Is Investigating ASP Isotopes Inc. (ASPI) And Encourages Investors to Connect	ACCESSWIRE	112.87	0.1383	0.0647	0.7969	0.0736	positive		YES	NASDAQ	6.5	20.37	2026-05-10 11:00:01			
ERAS	"[""ERAS""]"	nACSL1tXka	2026-05-10 11:00:01	Bronstein, Gewirtz & Grossman, LLC Is Investigating Erasca, Inc. (ERAS) And Encourages Stockholders to Connect	ACCESSWIRE	186.79	0.1146	0.0421	0.8433	0.0725	positive		YES	NASDAQ	11.15	9.42	2026-05-10 11:00:01			
GEMI	"[""GEMI""]"	nACSCYJbDa	2026-05-10 11:00:02	Class Action Litigation Now Underway by Pomerantz LLP Against Gemini Space Station, Inc.  – GEMI	ACCESSWIRE	38.2	0.1516	0.1184	0.73	0.0332	neutral		NO:sentiment_score	NASDAQ	5.35	8.08	2026-05-10 11:00:02			
POET	"[""POET""]"	nACSJTDl1a	2026-05-10 11:00:02	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against POET Technologies Inc. (POET) And Encourages Shareholders to Reach Out	ACCESSWIRE	90.52	0.2598	0.0729	0.6673	0.187	positive		YES	NASDAQ	14.36	28.33	2026-05-10 11:00:02			
FCHL	"[""FCHL""]"	nACSZ60qDa	2026-05-10 11:00:02	Pomerantz LLP Calls Attention to Class Action Involving Fitness Champs Holdings Ltd.  – FCHL	ACCESSWIRE	0.35	0.159	0.191	0.65	-0.032	neutral		NO:sentiment_score	NASDAQ	2.23	17.99	2026-05-10 11:00:02			
CWH	"[""CWH""]"	nACSgmbCCa	2026-05-10 11:00:02	Pomerantz LLP Reminds Investors with Losses on their Investment in Camping World Holdings, Inc.  – CWH	ACCESSWIRE	58.96	0.0561	0.8225	0.1215	-0.7664	negative		NO:sentiment_score	NYSE	7.57	0.8	2026-05-10 11:00:02			
MNDY	"[""MNDY"", ""6B6""]"	nACShw5Kla	2026-05-10 11:00:02	Pomerantz LLP Notifies Investors of Class Action Filing Against monday.com Ltd.  – MNDY	ACCESSWIRE	41.34	0.0806	0.2841	0.6353	-0.2036	negative		NO:sentiment_score	NYSE	93.35	27.77	2026-05-10 11:00:02			
6B6	"[""MNDY"", ""6B6""]"	nACShw5Kla	2026-05-10 11:00:02	Pomerantz LLP Notifies Investors of Class Action Filing Against monday.com Ltd.  – MNDY	ACCESSWIRE		0.0806	0.2841	0.6353	-0.2036	negative		NO:sentiment_score,Float	NYSE			2026-05-10 11:00:02			
METC	"[""METC""]"	nACSVdmPwa	2026-05-10 11:00:03	Ramaco Resources, Inc. (METC) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Shareholders to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	47.19	0.1664	0.0404	0.7932	0.126	positive		YES	NASDAQ	15.7	6.01	2026-05-10 11:00:03			
UHG	"[""UHG""]"	nACSfRLmBa	2026-05-10 11:00:03	UHG INVESTOR ALERT:  Bronstein, Gewirtz and Grossman, LLC Announces that United Homes Group, Inc. Shareholders with Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	11.21	0.1251	0.302	0.5729	-0.1769	negative		NO:sentiment_score	NASDAQ			2026-05-10 11:00:03			
LAKE	"[""LAKE""]"	nACSK9rhka	2026-05-10 11:00:03	Bronstein, Gewirtz & Grossman, LLC Is Investigating Lakeland Industries, Inc. (LAKE) And Encourages Investors to Connect	ACCESSWIRE	8.44	0.1942	0.0358	0.7701	0.1584	positive		YES	NASDAQ	11.36	-1.22	2026-05-10 11:00:04			
NUAI	"[""NUAI""]"	nACSd0ZxVa	2026-05-10 11:00:04	Pomerantz LLP Informs Shareholders of Securities Class Action Against New Era Energy & Digital, Inc.  – NUAI	ACCESSWIRE	73.85	0.125	0.1718	0.7032	-0.0469	neutral		NO:sentiment_score	NASDAQ	5.57	11.4	2026-05-10 11:00:04			
DMRC	"[""DMRC""]"	nACS6zv3ta	2026-05-10 11:00:04	Bronstein, Gewirtz & Grossman, LLC Encourages Digimarc Corporation (DMRC) Stockholders to Inquire about Securities Investigation 	ACCESSWIRE	16.8	0.1551	0.0177	0.8272	0.1373	positive		YES	NASDAQ	9.52	5.31	2026-05-10 11:00:04			
VITL	"[""VITL""]"	nACSQBxgKa	2026-05-10 11:00:04	Pomerantz LLP Shares Class Action Details With Investors in Vital Farms, Inc.  – VITL	ACCESSWIRE	36.68	0.1443	0.0445	0.8112	0.0998	positive		YES	NASDAQ	9.11	1.9	2026-05-10 11:00:04			
FSK	"[""FSK""]"	nACSQTjVJa	2026-05-10 11:00:04	Pomerantz LLP Alerts Shareholders to Investor Suit Filed Against FS KKR Capital Corp.  – FSK	ACCESSWIRE	279.32	0.1205	0.1315	0.748	-0.011	neutral		NO:sentiment_score	NYSE	11.06	1.0	2026-05-10 11:00:04			
VTGN	"[""VTGN""]"	nACS22Xtca	2026-05-10 11:00:04	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Vistagen Therapeutics, Inc. (VTGN) and Encourages Investors to Learn More About the Investigation	ACCESSWIRE	33.78	0.2205	0.0712	0.7082	0.1493	positive		YES	NASDAQ	0.7	12.9	2026-05-10 11:00:04			
BW	"[""BW""]"	nACSBjWQRa	2026-05-10 11:00:04	Pomerantz LLP Pursues Class Action Lawsuit Against Babcock & Wilcox Enterprises, Inc.  – BW	ACCESSWIRE	130.21	0.1468	0.2264	0.6268	-0.0796	negative		NO:sentiment_score	NYSE	19.17	31.84	2026-05-10 11:00:05			
SES	"[""SES""]"	nACSww9JZa	2026-05-10 11:00:05	Pomerantz LLP Advises Shareholders of Class Action Involving SES AI Corporation  – SES	ACCESSWIRE	236.25	0.154	0.1379	0.7081	0.0161	neutral		NO:sentiment_score	NYSE	1.06	13.98	2026-05-10 11:00:05			
PMI	"[""PMI""]"	nACS5yw56a	2026-05-10 11:00:05	Picard Medical, Inc. (PMI) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Investors to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	24.95	0.1725	0.0262	0.8012	0.1463	positive		YES	NYSE American	0.22	4.76	2026-05-10 11:00:05			
IMMP	"[""IMMP"", ""IMM""]"	nACSRR1Bfa	2026-05-10 11:00:05	 IMMP SHAREHOLDER ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that Immutep Limited Investors with Substantial Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	146.13	0.1668	0.3266	0.5066	-0.1598	negative		NO:sentiment_score	NASDAQ	0.46	2.22	2026-05-10 11:00:05			
IMM	"[""IMMP"", ""IMM""]"	nACSRR1Bfa	2026-05-10 11:00:05	 IMMP SHAREHOLDER ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that Immutep Limited Investors with Substantial Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE		0.1668	0.3266	0.5066	-0.1598	negative		NO:sentiment_score,Float	NASDAQ			2026-05-10 11:00:05			
GOSS	"[""GOSS""]"	nACSxL5fDa	2026-05-10 11:00:05	Pomerantz LLP Issues Important Reminder to Investors in Gossamer Bio, Inc.  of Class Action Filing – GOSS	ACCESSWIRE	204.1	0.2299	0.0663	0.7038	0.1637	positive		YES	NASDAQ	0.34	3.03	2026-05-10 11:00:05			
GO	"[""GO""]"	nACSdW3BHa	2026-05-10 11:00:06	Class Action Lawsuit Reminder from Pomerantz LLP for Investors of Grocery Outlet Holding Corp.  – GO	ACCESSWIRE	90.72	0.1628	0.108	0.7292	0.0548	positive		YES	NASDAQ	8.25	-1.67	2026-05-10 11:00:06			
LEE	"[""LEE""]"	nACSVgYfVa	2026-05-10 11:00:07	Bronstein, Gewirtz & Grossman, LLC Encourages Lee Enterprises, Inc. (LEE) Investors to Inquire about Securities Investigation	ACCESSWIRE	5.91	0.0929	0.0257	0.8815	0.0672	positive		YES	NASDAQ	8.28	3.76	2026-05-10 11:00:07			
BZAI	"[""BZAI""]"	nACS6nrMFa	2026-05-10 11:00:07	Bronstein, Gewirtz & Grossman, LLC Encourages Blaize Holdings, Inc. (BZAI) Investors to Inquire about Securities Investigation	ACCESSWIRE	83.57	0.2122	0.0436	0.7441	0.1686	positive		YES	NASDAQ	1.92	2.13	2026-05-10 11:00:07			
FTFT	"[""FTFT""]"	nACSsXq3Xa	2026-05-10 11:00:08	Bronstein, Gewirtz & Grossman, LLC Encourages Future FinTech Group Inc. (FTFT) Stockholders to Inquire about Securities Investigation	ACCESSWIRE	2.33	0.1638	0.0412	0.795	0.1226	positive		YES	NASDAQ	1.29	6.61	2026-05-10 11:00:08			
ATRA	"[""ATRA""]"	nACSM1R3ya	2026-05-10 11:00:09	Class Action Initiated by Pomerantz LLP Concerning Atara Biotherapeutics, Inc.  – ATRA	ACCESSWIRE	4.86	0.1507	0.1283	0.721	0.0223	neutral		NO:sentiment_score	NASDAQ	9.84	4.68	2026-05-10 11:00:09			
CMPX	"[""CMPX""]"	nACS2r8Rva	2026-05-10 11:00:09	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Compass Therapeutics, Inc. (CMPX) and Encourages Investors to Learn More About the Investigation	ACCESSWIRE	120.66	0.2465	0.0793	0.6742	0.1671	positive		YES	NASDAQ	1.91	4.37	2026-05-10 11:00:09			
GEMI	"[""GEMI""]"	nGNX2G1DJm	2026-05-10 11:37:00	"GEMI 8-DAY DEADLINE: Lawsuit Alleges IPO Documents Concealed Impending ""Corporate Pivot"" and Executive Turmoil - Gemini Space Station Investors Face Losses– Hagens Berman"	Globe Newswire	38.2	0.0917	0.7528	0.1555	-0.661	negative		NO:sentiment_score	NASDAQ	5.35	8.08	2026-05-10 11:37:00			
SES	"[""SES""]"	nGNX3ZNX9w	2026-05-10 12:00:00	Bronstein, Gewirtz & Grossman LLC Urges SES AI Corporation Investors to Act: Class Action Filed Alleging Investor Harm	Globe Newswire	236.25	0.1003	0.2767	0.6229	-0.1764	negative		NO:sentiment_score	NYSE	1.06	13.98	2026-05-10 12:00:00			
ALDX	"[""ALDX""]"	nGNX85XwSl	2026-05-10 12:00:00	Bronstein, Gewirtz & Grossman LLC Urges Aldeyra Therapeutics, Inc. Investors to Act: Class Action Filed Alleging Investor Harm	Globe Newswire	55.6	0.1553	0.2714	0.5732	-0.1161	negative		NO:sentiment_score	NASDAQ	1.77	1.14	2026-05-10 12:00:00			
POET	"[""POET""]"	nGNX6LPlXJ	2026-05-10 12:00:00	Bronstein, Gewirtz & Grossman LLC Urges POET Technologies Inc. Investors to Act: Class Action Filed Alleging Investor Harm	Globe Newswire	90.52	0.12	0.2472	0.6327	-0.1272	negative		NO:sentiment_score	NASDAQ	14.36	28.33	2026-05-10 12:00:00			
GPK	"[""GPK""]"	nNFC4FnShp	2026-05-10 12:00:17	Bronstein, Gewirtz & Grossman LLC Urges Graphic Packaging Holding Company Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	291.17	0.098	0.3096	0.5925	-0.2116	negative		NO:sentiment_score	NYSE	10.66	0.0	2026-05-10 12:00:17			
GO	"[""GO""]"	nNFCWY2vy	2026-05-10 12:00:20	Bronstein, Gewirtz & Grossman LLC Urges Grocery Outlet Holding Corp. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	90.72	0.1285	0.1922	0.6793	-0.0637	negative		NO:sentiment_score	NASDAQ	8.25	-1.67	2026-05-10 12:00:20			
CHOW	"[""CHOW""]"	nNFC1YDTXl	2026-05-10 12:00:21	Bronstein, Gewirtz & Grossman LLC Urges ChowChow Cloud International Holdings Ltd. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	10.64	0.1333	0.3273	0.5394	-0.194	negative		NO:sentiment_score	NYSE American	0.46	6.98	2026-05-10 12:00:21			
FSK	"[""FSK""]"	nNFCcdG1nm	2026-05-10 12:00:23	Bronstein, Gewirtz & Grossman LLC Urges FS KKR Capital Corp. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	279.32	0.1494	0.2462	0.6044	-0.0967	negative		NO:sentiment_score	NYSE	11.06	1.0	2026-05-10 12:00:23			
UHG	"[""UHG""]"	nNFC3KvZxl	2026-05-10 12:00:23	Bronstein, Gewirtz & Grossman LLC Urges United Homes Group, Inc. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	11.21	0.1505	0.2528	0.5966	-0.1023	negative		NO:sentiment_score	NASDAQ			2026-05-10 12:00:23			
CWH	"[""CWH""]"	nNFC5cRZ44	2026-05-10 12:00:23	Bronstein, Gewirtz & Grossman LLC Urges Camping World Holdings, Inc. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	58.96	0.1469	0.2723	0.5808	-0.1254	negative		NO:sentiment_score	NYSE	7.57	0.8	2026-05-10 12:00:23			
SES	"[""SES""]"	nNFC97KywL	2026-05-10 12:10:16	ROSEN, A GLOBALLY RECOGNIZED LAW FIRM, Encourages SES AI Corporation Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - SES	Newsfile Corp	236.25	0.2965	0.0357	0.6678	0.2608	positive		YES	NYSE	1.06	13.98	2026-05-10 12:10:16			
NUAI	"[""NUAI""]"	nNFC79txTf	2026-05-10 12:18:20	NUAI SHAREHOLDER REMINDER: Faruqi & Faruqi, LLP Reminds New Era Energy & Digital (NUAI) Investors of Securities Class Action Deadline on June 1, 2026	Newsfile Corp	73.85	0.1196	0.1416	0.7388	-0.022	neutral		NO:sentiment_score	NASDAQ	5.57	11.4	2026-05-10 12:18:20			
IMM	"[""IMMP"", ""IMM""]"	nGNX3B2cYH	2026-05-10 12:35:00	ROSEN, A TOP RANKED LAW FIRM, Encourages Immutep Ltd. Investors to Secure Counsel Before Important Deadline in Securities Class Action - IMMP	Globe Newswire		0.2339	0.0243	0.7418	0.2097	positive		NO:Float	NASDAQ			2026-05-10 12:35:00			
IMMP	"[""IMMP"", ""IMM""]"	nGNX3B2cYH	2026-05-10 12:35:00	ROSEN, A TOP RANKED LAW FIRM, Encourages Immutep Ltd. Investors to Secure Counsel Before Important Deadline in Securities Class Action - IMMP	Globe Newswire	146.13	0.2339	0.0243	0.7418	0.2097	positive		YES	NASDAQ	0.46	2.22	2026-05-10 12:35:00			
GOSS	"[""GOSS""]"	nNFCWKkP7	2026-05-10 12:56:17	GOSS SHAREHOLDER REMINDER: Faruqi & Faruqi, LLP Reminds Gossamer Bio (GOSS) Investors of Securities Class Action Deadline on June 1, 2026	Newsfile Corp	204.1	0.1054	0.1096	0.785	-0.0042	neutral		NO:sentiment_score	NASDAQ	0.34	3.03	2026-05-10 12:56:17			
GPK	"[""GPK""]"	nNFCbwWDy6	2026-05-10 13:42:16	GPK SHAREHOLDER ACTION NOTICE: Faruqi & Faruqi, LLP Reminds Graphic Packaging (GPK) Investors of Securities Class Action Deadline on July 6, 2026	Newsfile Corp	291.17	0.1031	0.0993	0.7976	0.0038	neutral		NO:sentiment_score	NYSE	10.66	0.0	2026-05-10 13:42:16			
CHOW	"[""CHOW""]"	nNFC7r3sw5	2026-05-10 13:45:15	CHOW SHAREHOLDER REMINDER: Faruqi & Faruqi, LLP Reminds ChowChow Cloud (CHOW) Investors of Securities Class Action Deadline on May 12, 2026	Newsfile Corp	10.64	0.1036	0.1142	0.7823	-0.0106	neutral		NO:sentiment_score	NYSE American	0.46	6.98	2026-05-10 13:45:15			
CWH	"[""CWH""]"	nNFC1nDHy7	2026-05-10 13:55:17	CWH SHAREHOLDER REMINDER: Faruqi & Faruqi, LLP Reminds Camping World Holdings (CWH) Investors of Securities Class Action Deadline on May 11, 2026	Newsfile Corp	58.96	0.1193	0.102	0.7787	0.0173	neutral		NO:sentiment_score	NYSE	7.57	0.8	2026-05-10 13:55:17			
FFAI	"[""FFAI""]"	nBw9yjB8la	2026-05-10 15:00:00	Faraday Future Acknowledged and Appointed YT Jia as Sole Global CEO and Jerry Wang Appointed Global Executive Chairman; FF to Announce Upgraded Transformation Initiatives Next Week to Begin a New Growth Chapter as a Physical AI Company	Business Wire	230.83	0.5526	0.0136	0.4338	0.5391	positive		YES	NASDAQ	0.44	7.32	2026-05-10 15:00:00			
ADMA	"[""ADMA""]"	nGNX22jlSD	2026-05-10 15:02:00	ADMA Investor News: If You Have Suffered Losses in ADMA Biologics, Inc. (NASDAQ: ADMA), You Are Encouraged to Contact The Rosen Law Firm About Your Rights	Globe Newswire	224.61	0.2044	0.0818	0.7138	0.1226	positive		YES	NASDAQ	8.3	0.61	2026-05-10 15:02:00			
SES	"[""SES""]"	nGNX50gR1C	2026-05-10 16:49:00	ROSEN, LEADING TRIAL ATTORNEYS, Encourages SES AI Corporation Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm – SES	Globe Newswire	236.25	0.2817	0.0506	0.6677	0.2311	positive		YES	NYSE	1.06	13.98	2026-05-10 16:49:00			
MNDY	"[""MNDY"", ""6B6""]"	nACSjDkj2a	2026-05-10 18:00:00	Pomerantz LLP Notifies Shareholders of Class Action Against monday.com Ltd.  – MNDY	ACCESSWIRE	41.34	0.0797	0.1997	0.7206	-0.12	negative			NYSE	93.35	27.77	2026-05-10 18:00:01.060769			
6B6	"[""MNDY"", ""6B6""]"	nACSjDkj2a	2026-05-10 18:00:00	Pomerantz LLP Notifies Shareholders of Class Action Against monday.com Ltd.  – MNDY	ACCESSWIRE		0.0797	0.1997	0.7206	-0.12	negative			NYSE			2026-05-10 18:00:01.059023			
GEMI	"[""GEMI""]"	nACSYq2Rxa	2026-05-10 18:00:02	Class Action Lawsuit Now Underway by Pomerantz LLP Against Gemini Space Station, Inc.  – GEMI	ACCESSWIRE	38.2	0.1418	0.1472	0.711	-0.0054	neutral		0.0609	NASDAQ	5.35	8.08	2026-05-10 18:00:02.465978			
ATRA	"[""ATRA""]"	nACSc0twSa	2026-05-10 18:00:02	Class Action Litigation by Pomerantz LLP Filed Against Atara Biotherapeutics, Inc.  – ATRA	ACCESSWIRE	4.86	0.1074	0.1	0.7926	0.0074	neutral		-0.2668	NASDAQ	9.84	4.68	2026-05-10 18:00:02.591123			
UHG	"[""UHG""]"	nACS7YFG2a	2026-05-10 18:00:03	Pomerantz LLP Issues Reminder to Shareholders in United Homes Group, Inc.  of Class Action Lawsuit – UHG	ACCESSWIRE	11.21	0.2191	0.1461	0.6348	0.073	positive			NASDAQ			2026-05-10 18:00:03.317350			
FCHL	"[""FCHL""]"	nACS4tgQ8a	2026-05-10 18:00:03	Pomerantz LLP Informs Investors of Securities Class Action Filing Against Fitness Champs Holdings Ltd.  – FCHL	ACCESSWIRE	0.35	0.1408	0.1972	0.662	-0.0564	negative		-0.3453	NASDAQ	2.23	17.99	2026-05-10 18:00:04.096689			
YOOV	"[""YOOV""]"	nGNX95M4cr	2026-05-10 19:31:00	ROSEN, A RANKED AND LEADING LAW FIRM, Encourages Concorde International Group Ltd. Investors to Secure Counsel Before Important May 20 Deadline in Securities Class Action – CIGL, YOOV	Globe Newswire	5.91	0.6373	0.047	0.3157	0.5902	positive		0.0706	NASDAQ	1.24	1.64	2026-05-10 19:31:00.223745			
ATRA	"[""ATRA""]"	nNFC9XD2SW	2026-05-10 19:31:30	ROSEN, A TOP RANKED LAW FIRM, Encourages Atara Biotherapeutics, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - ATRA	Newsfile Corp	4.86	0.3741	0.0358	0.5901	0.3383	positive		0.0863	NASDAQ	9.84	4.68	2026-05-10 19:31:30.353601			
GAIA	"[""GAIA""]"	nGNX9Ygtvr	2026-05-10 19:59:27	GAIA Investors Have Opportunity to Join Gaia, Inc. Fraud Investigation with the Schall Law Firm	Globe Newswire	17.79	0.1523	0.0179	0.8298	0.1344	positive		-0.053	NASDAQ	2.56	0.0	2026-05-10 19:59:27.212828			
RIO	"[""RIO""]"	nBw4yPclHa	2026-05-10 20:13:00	Yindjibarndi Energy Corporation reaches Financial Close on Jinbi Solar Project; signs Power Purchase Agreement with Rio Tinto	Business Wire	1250.0	0.7119	0.0446	0.2435	0.6673	positive			ASX			2026-05-10 20:13:00.270668			
A11	"[""A11"", ""ELV""]"	nGNXbq7tF4	2026-05-10 21:37:35	Elevra Lithium Announces Agreement to Sell Ewoyaa Project Interest	Globe Newswire		0.1874	0.022	0.7907	0.1654	positive			ASX			2026-05-10 21:37:35.215081			
ELV	"[""A11"", ""ELV""]"	nGNXbq7tF4	2026-05-10 21:37:35	Elevra Lithium Announces Agreement to Sell Ewoyaa Project Interest	Globe Newswire	216.5	0.1874	0.022	0.7907	0.1654	positive		0.3693	ASX			2026-05-10 21:37:35.215110			
CCO	"[""CCO""]"	nBw9xt6l5a	2026-05-11 00:17:00	Northern Saskatchewan Operations Update	Business Wire	375.14	0.0652	0.0661	0.8687	-0.0008	neutral		NO:sentiment_score,Float	TSX			2026-05-11 00:17:00.229745	-0.0704	2026-05-11 00:17:00.670379	498.94
TGS	"[""TGS""]"	nGNE6L89lT	2026-05-11 01:00:00	REG-TGS Awarded OBN Contract in Gulf of America  	Globe Newswire	69.23	0.8605	0.0205	0.119	0.84	positive		NO:Float	Oslo Børs			2026-05-11 01:00:00.300898	0.5047	2026-05-11 01:00:00.990275	760.35
ALM	"[""ALM""]"	nBw1jZcS2a	2026-05-11 01:18:00	Almirall Continues Its Positive Trajectory in Q1 2026 in Line With Expectations – Led by 19.3% YoY Growth of Its European Dermatology Business	Business Wire	187.03	0.8989	0.0253	0.0758	0.8736	positive		NO:Float	BME Madrid			2026-05-11 01:18:00.259365	0.0851	2026-05-11 01:18:01.974060	1807.11
INV	"[""INV""]"	nGNX8JP51s	2026-05-11 03:00:00	AeroFlexx Expands Global Capabilities in Partnership with Packaging Imolese to Meet Heightened Demand Across Personal Care and Household Markets	Globe Newswire	49.3	0.8162	0.0079	0.1759	0.8082	positive		YES	NASDAQ	8.21	17.12	2026-05-11 03:00:00.232585		2026-05-11 03:00:00.896235	741.93
STG	"[""STG"", ""S790Y""]"	nGNX3hGF7L	2026-05-11 04:30:00	Sunlands Technology Group to Report First Quarter 2026 Financial Results on Tuesday, May 26, 2026	Globe Newswire	4.79	0.0864	0.0639	0.8498	0.0225	neutral		NO:sentiment_score	NYSE	3.22	-7.47	2026-05-11 04:30:00.249571	0.147	2026-05-11 04:30:00.876903	707.16
S790Y	"[""STG"", ""S790Y""]"	nGNX3hGF7L	2026-05-11 04:30:00	Sunlands Technology Group to Report First Quarter 2026 Financial Results on Tuesday, May 26, 2026	Globe Newswire		0.0864	0.0639	0.8498	0.0225	neutral		NO:sentiment_score,Float	NYSE			2026-05-11 04:30:00.249612		2026-05-11 04:30:00.878405	707.16
BRW	"[""BRW""]"	nGNXbFG0tp	2026-05-11 05:00:00	Brunswick Exploration Drills 17.7 Meters at 1.10% Li2O Within 123 Meters at 0.72% Li2O	Globe Newswire	42.53	0.1142	0.0453	0.8405	0.0689	positive		NO:sentiment_score				2026-05-11 05:00:00.325905	0.2604	2026-05-11 05:00:05.360761	5098.18
WM	"[""WM""]"	nGNX7kCj9f	2026-05-11 05:00:00	Wallbridge Reports Initial Results from 2026 Martiniere Drill Program Expanding Mineralization along Dragonfly Corridor	Globe Newswire	401.96	0.7661	0.0136	0.2203	0.7525	positive		NO:Float	TSX			2026-05-11 05:00:00.469962	0.4874	2026-05-11 05:00:06.405223	6034.73
TEL	"[""TEL""]"	nGNE80Twbk	2026-05-11 05:15:00	Hanne Sannes-Moe is appointed new CEO of Telenor Shared Services	Globe Newswire	293.08	0.0727	0.0625	0.8649	0.0102	neutral		NO:sentiment_score,Float	Oslo Børs			2026-05-11 05:15:00.238870		2026-05-11 05:15:00.853880	716.72
TSQ	"[""TSQ""]"	nGNX5V7478	2026-05-11 06:00:00	Townsquare Reports Q1 Results With Digital Driving 63% of Segment Profit and 59% of Net Revenue	Globe Newswire	13.08	0.2722	0.053	0.6748	0.2192	positive		NO:sentiment_score	NYSE	7.47	14.05	2026-05-11 06:00:00.985598	0.1153	2026-05-11 06:00:08.831252	7929.45
CLIK	"[""CLIK""]"	nGNX7GYYLz	2026-05-11 06:15:00	CLICK (NASDAQ: CLIK) Reports Strong Revenue Growth and Swings to Profit – Seniors Nursing Sector Skyrocketing over 110%, On Track for HK$500 Million Annual Revenue in 3 Years	Globe Newswire	0.78	0.9144	0.031	0.0546	0.8835	positive		YES	NASDAQ	5.3	138.74	2026-05-11 06:15:00.245975	0.4957	2026-05-11 06:15:01.275859	1103.64
