Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger	Exchange	DailyHigh($)	DailyHigh(%)
FSK	"[""FSK""]"	nNFC3Mvcds	2026-05-06 09:36:14	SHAREHOLDER ALERT Securities Class Action Filed Against FS KKR Capital Corp. (FSK)	Newsfile Corp	279.32	0.1005	0.3236	0.5759	-0.2232	negative	0.625	NO:sentiment_score	NYSE	11.6	0.26
GEMI	"[""GEMI""]"	nNFC80WMnD	2026-05-06 09:36:16	SHAREHOLDER ALERT Securities Class Action Filed Against Gemini Space Station, Inc. (GEMI)	Newsfile Corp	38.2	0.1251	0.3543	0.5206	-0.2291	negative	0.7777777777777778	NO:sentiment_score	NASDAQ	5.05	5.21
NUAI	"[""NUAI""]"	nNFCbTTGqd	2026-05-06 09:36:17	SHAREHOLDER ALERT Securities Class Action Filed Against New Era Energy & Digital, Inc. (NUAI)	Newsfile Corp	73.85	0.1166	0.3175	0.5659	-0.2009	negative	0.8695652173913043	NO:sentiment_score	NASDAQ	5.08	23.6
GO	"[""GO""]"	nNFC47rHqY	2026-05-06 09:36:17	SHAREHOLDER ALERT Securities Class Action Filed Against Grocery Outlet Holding Corp. (GO)	Newsfile Corp	90.72	0.12	0.2657	0.6143	-0.1457	negative	5.75	NO:sentiment_score	NASDAQ	8.09	2.66
POET	"[""POET""]"	nNFC5tQ982	2026-05-06 09:36:18	SHAREHOLDER ALERT Securities Class Action Filed Against POET Technologies Inc. (POET)	Newsfile Corp	90.52	0.1146	0.2426	0.6428	-0.1281	negative		NO:sentiment_score,Trades/sec	NASDAQ	10.95	15.38
CWH	"[""CWH""]"	nNFC10HH8w	2026-05-06 09:36:19	SHAREHOLDER ALERT Securities Class Action Filed Against Camping World Holdings, Inc. (CWH)	Newsfile Corp	58.96	0.1118	0.435	0.4533	-0.3232	negative	19.0	NO:sentiment_score	NYSE	8.11	8.71
ATRA	"[""ATRA""]"	nPn7lStb7a	2026-05-06 09:40:00	ATRA DEADLINE ALERT: Faruqi & Faruqi, LLP Reminds Atara Biotherapeutics (ATRA) Investors of Securities Class Action Deadline on May 22, 2026	PR Newswire	4.86	0.077	0.0759	0.8471	0.0011	neutral	0.39814814814814814	NO:sentiment_score	NASDAQ	5.26	10.5
EMBC	"[""EMBC""]"	nGNX5sBzC9	2026-05-06 09:41:35	Embecta Corp. Shareholders Are Encouraged to Reach Out to Johnson Fistel for More Information About Potentially Recovering Their Losses	Globe Newswire	54.38	0.6792	0.0151	0.3057	0.6641	positive	2.5	YES	NASDAQ	4.13	2.48
LEE	"[""LEE""]"	nBw6X8y6ta	2026-05-06 09:45:00	Johnson Fistel Investigates Potential Board Fiduciary Duty Breaches at Lee Enterprises, Inc.	Business Wire	5.91	0.0932	0.1259	0.7808	-0.0327	neutral	0.019230769230769232	NO:sentiment_score	NASDAQ	8.33	-0.95
UHG	"[""UHG""]"	nNFC4K67xm	2026-05-06 09:47:21	UHG SHAREHOLDER ACTION REMINDER: Faruqi & Faruqi, LLP Reminds United Homes Group (UHG) Investors of Securities Class Action Deadline on June 9, 2026	Newsfile Corp	11.21	0.1843	0.1158	0.6999	0.0685	positive		NO:Trades/sec	NASDAQ		
SES	"[""SES""]"	nPn15XHF6a	2026-05-06 09:49:00	SES DEADLINE ALERT: Faruqi & Faruqi, LLP Reminds SES AI Corporation (SES) Investors of Securities Class Action Deadline on June 26, 2026	PR Newswire	236.25	0.0897	0.0907	0.8196	-0.001	neutral	0.5897435897435898	NO:sentiment_score	NYSE	0.99	1.02
VITL	"[""VITL""]"	nPnc300kfa	2026-05-06 09:52:00	VITL DEADLINE ALERT: Faruqi & Faruqi, LLP Reminds Vital Farms (VITL) Investors of Securities Class Action Deadline on May 26, 2026	PR Newswire	36.68	0.0938	0.1197	0.7864	-0.0259	neutral	0.7777777777777778	NO:sentiment_score	NASDAQ	13.43	4.92
DRVN	"[""DRVN""]"	nNFC2jbmTS	2026-05-06 09:57:16	DRVN DEADLINE ALERT: Faruqi & Faruqi, LLP Reminds Driven Brands Holdings (DRVN) Investors of Securities Class Action Deadline on May 8, 2026	Newsfile Corp	58.87	0.097	0.0825	0.8205	0.0145	neutral	1.4285714285714286	NO:sentiment_score	NASDAQ	14.07	1.22
LCID	"[""LCID""]"	nACSfKqRza	2026-05-06 10:00:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Lucid Group, Inc. - LCID	ACCESSWIRE	109.91	0.1265	0.0986	0.7749	0.028	neutral	1.9090909090909092	NO:sentiment_score	NASDAQ	6.24	4.87
III	"[""III""]"	nBw62P01za	2026-05-06 10:00:00	ISG to Study Automotive and Mobility Service Providers	Business Wire	33.28	0.0837	0.0173	0.8991	0.0664	positive	0.12280701754385964	YES	NASDAQ	4.19	0.48
BRKM3	"[""BAK"", ""BRKM3""]"	nACSJJslwa	2026-05-06 10:00:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Braskem S.A. - BAK	ACCESSWIRE		0.1035	0.1073	0.7892	-0.0038	neutral		NO:sentiment_score,Float,Trades/sec	NYSE		
BAK	"[""BAK"", ""BRKM3""]"	nACSJJslwa	2026-05-06 10:00:00	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Braskem S.A. - BAK	ACCESSWIRE	172.53	0.1035	0.1073	0.7892	-0.0038	neutral	0.31746031746031744	NO:sentiment_score	NYSE	3.92	1.55
VLS	"[""VALN"", ""VLS""]"	nACSqRXXBa	2026-05-06 10:00:01	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Valneva SE - VALN	ACCESSWIRE		0.0968	0.0941	0.809	0.0027	neutral		NO:sentiment_score,Float,Trades/sec	NASDAQ		
PICS	"[""PICS""]"	nACSbjrpva	2026-05-06 10:00:01	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of PicS N.V. - PICS	ACCESSWIRE	22.23	0.106	0.1098	0.7842	-0.0037	neutral	1.8571428571428572	NO:sentiment_score	NASDAQ	13.53	13.89
VALN	"[""VALN"", ""VLS""]"	nACSqRXXBa	2026-05-06 10:00:01	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Valneva SE - VALN	ACCESSWIRE	81.45	0.0968	0.0941	0.809	0.0027	neutral	0.0008768310295027852	NO:sentiment_score	NASDAQ	5.43	2.65
PHR	"[""PHR""]"	nACSkqTY6a	2026-05-06 10:00:01	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Phreesia, Inc. - PHR	ACCESSWIRE	46.13	0.1215	0.0652	0.8133	0.0562	positive	3.5714285714285716	YES	NYSE	9.73	0.83
YRD	"[""YRD""]"	nACSd7sq3a	2026-05-06 10:00:02	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Yiren Digital Ltd. - YRD	ACCESSWIRE	29.3007	0.1239	0.1018	0.7743	0.0221	neutral	0.0035174111853675696	NO:sentiment_score	NYSE	2.12	5.47
NNOX	"[""NNOX""]"	nACSB7CSna	2026-05-06 10:00:02	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Nano-X Imaging Ltd. - NNOX	ACCESSWIRE	69.02	0.121	0.1201	0.7589	0.0009	neutral	0.37037037037037035	NO:sentiment_score	NASDAQ	1.82	4.0
ADMA	"[""ADMA""]"	nACSwpNZFa	2026-05-06 10:00:02	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of ADMA Biologics, Inc. - ADMA	ACCESSWIRE	224.61	0.1088	0.1025	0.7888	0.0063	neutral	6.5	NO:sentiment_score	NASDAQ	10.57	2.32
VERI	"[""VERI""]"	nACSf694Sa	2026-05-06 10:00:03	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Veritone, Inc. - VERI	ACCESSWIRE	81.54	0.1094	0.1421	0.7484	-0.0327	neutral	1.5	NO:sentiment_score	NASDAQ	2.26	3.67
BYRN	"[""BYRN""]"	nACSH1tcMa	2026-05-06 10:00:03	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Byrna Technologies Inc. - BYRN	ACCESSWIRE	17.76	0.0992	0.0909	0.8099	0.0083	neutral	0.46511627906976744	NO:sentiment_score	NASDAQ	5.57	2.96
PEPG	"[""PEPG""]"	nACSVZhbVa	2026-05-06 10:00:03	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of PepGen Inc. - PEPG	ACCESSWIRE	60.93	0.063	0.0566	0.8804	0.0064	neutral	0.11494252873563218	NO:sentiment_score	NASDAQ	2.0	3.63
AIRO	"[""AIRO""]"	nACSZyt8sa	2026-05-06 10:00:03	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of AIRO Group Holdings, Inc. - AIRO	ACCESSWIRE	20.02	0.0947	0.139	0.7663	-0.0442	neutral	0.2857142857142857	NO:sentiment_score	NASDAQ	7.48	5.35
CMPX	"[""CMPX""]"	nACScThWXa	2026-05-06 10:00:04	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Compass Therapeutics, Inc. - CMPX	ACCESSWIRE	120.66	0.1526	0.118	0.7294	0.0346	neutral	2.5238095238095237	NO:sentiment_score	NASDAQ	1.95	0.52
ORIC	"[""ORIC""]"	nACSGyg2a	2026-05-06 10:00:03	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of ORIC Pharmaceuticals, Inc. - ORIC	ACCESSWIRE	58.22	0.102	0.0937	0.8042	0.0083	neutral	1.3125	NO:sentiment_score	NASDAQ	9.79	2.3
SRAD	"[""SRAD"", ""1M4""]"	nACSb2Msma	2026-05-06 10:00:04	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Sportradar Group AG - SRAD	ACCESSWIRE	185.52	0.1027	0.0884	0.809	0.0143	neutral	2.1	NO:sentiment_score	NASDAQ	14.1	4.83
1M4	"[""SRAD"", ""1M4""]"	nACSb2Msma	2026-05-06 10:00:04	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Sportradar Group AG - SRAD	ACCESSWIRE		0.1027	0.0884	0.809	0.0143	neutral		NO:sentiment_score,Float,Trades/sec	NASDAQ		
BTGO	"[""BTGO""]"	nACS2XZwPa	2026-05-06 10:00:04	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of BitGo Holdings, Inc. - BTGO	ACCESSWIRE	65.1	0.1231	0.1009	0.7761	0.0222	neutral	0.275	NO:sentiment_score	NYSE	12.15	2.1
EVTL	"[""EVTL"", ""M000""]"	nACSS6nT6a	2026-05-06 10:00:05	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Vertical Aerospace Ltd. - EVTL	ACCESSWIRE	121.04	0.1042	0.1003	0.7955	0.0039	neutral	2.25	NO:sentiment_score	NYSE	2.8	15.23
M000	"[""EVTL"", ""M000""]"	nACSS6nT6a	2026-05-06 10:00:05	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Vertical Aerospace Ltd. - EVTL	ACCESSWIRE		0.1042	0.1003	0.7955	0.0039	neutral		NO:sentiment_score,Float,Trades/sec	NYSE		
DERM	"[""DERM""]"	nACSjgg3xa	2026-05-06 10:00:06	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Journey Medical Corporation - DERM	ACCESSWIRE	13.52	0.0979	0.0961	0.806	0.0017	neutral	0.15037593984962405	NO:sentiment_score	NASDAQ	5.37	3.67
REPL	"[""REPL""]"	nACSXzTRqa	2026-05-06 10:00:07	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Replimune Group, Inc. - REPL	ACCESSWIRE	76.12	0.1092	0.1126	0.7782	-0.0035	neutral	1.8695652173913044	NO:sentiment_score	NASDAQ	3.58	26.5
JILL	"[""JILL""]"	nACS1q4yNa	2026-05-06 10:00:07	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of J. Jill, Inc. - JILL	ACCESSWIRE	6.53	0.0728	0.0517	0.8755	0.0211	neutral	0.023809523809523808	NO:sentiment_score	NYSE	12.84	1.34
CHOW	"[""CHOW""]"	nNFCKTN2T	2026-05-06 10:25:15	CHOW DEADLINE ALERT: Faruqi & Faruqi, LLP Reminds ChowChow Cloud (CHOW) Investors of Securities Class Action Deadline on May 12, 2026	Newsfile Corp	10.64	0.0862	0.0919	0.8219	-0.0058	neutral	0.12133891213389121	NO:sentiment_score	NYSE American	0.43	0.0
AEE	"[""AEE""]"	nPn7QBGWRa	2026-05-06 10:27:38	/C O R R E C T I O N -- Aura/	PR Newswire	275.7	0.1366	0.0777	0.7857	0.0588	positive	3.375	YES	ASX		
SMID	"[""SMID""]"	nBwKLy2sa	2026-05-06 10:35:00	REG-First Trust Global Funds PLC Net Asset Value(s)	Business Wire	4.57	0.0738	0.0729	0.8534	0.0009	neutral	0.01718213058419244	NO:sentiment_score	LSE		
COSM	"[""COSM""]"	nACS4wZcWa	2026-05-06 10:35:00	Cosmos Health Introduces Fort18 in the United States - A Men's Sexual Stamina Supplement Expanding the 18 Series into Men's Wellness	ACCESSWIRE	28.16	0.2792	0.0098	0.7109	0.2694	positive	0.016792611251049538	YES	NASDAQ	0.37	2.78
FSEA	"[""FSEA""]"	nGNXSmQvk	2026-05-06 10:38:50	$HAREHOLDER ALERT: The M&A Class Action Firm Announces An Investigation of First Seacoast Bancorp, Inc. (NASDAQ: FSEA) 	Globe Newswire	3.35	0.2097	0.174	0.6164	0.0357	neutral	0.022935779816513763	NO:sentiment_score	NASDAQ	16.7	0.06
FSV	"[""FSV""]"	nGNX3qynlY	2026-05-06 11:00:00	FirstService Declares Quarterly Cash Dividend on Common Shares	Globe Newswire	41.46	2026-05-06 11:00:00	0.0584	0.7316	0.2099	-0.6732	negative	NO:sentiment_score	TSX		
EZRA	"[""EZRA""]"	nGNX89R3X3	2026-05-06 11:00:00	Reliance Global Group Schedules First Quarter 2026 Financial Results and Business Update Conference Call	Globe Newswire	7.47	2026-05-06 11:00:00	0.0697	0.0786	0.8516	-0.0089	neutral	NO:sentiment_score	NASDAQ	7.35	6.37
RYET	"[""RYET""]"	nGNX2dY4D2	2026-05-06 11:00:00	Ruanyun Edai Technology Incorporates Formind Global Holdings in Malaysia to Advance Planned Global Headquarters and Formind Group Strategy	Globe Newswire	12.73	2026-05-06 11:00:00	0.2329	0.0083	0.7588	0.2246	positive	YES	NASDAQ	1.09	3.81
NNOX	"[""NNOX""]"	nACSNjlyPa	2026-05-06 11:00:00	Bronstein, Gewirtz & Grossman, LLC Is Investigating Nano-X Imaging Ltd. (NNOX) And Encourages Investors to Connect	ACCESSWIRE	69.02	2026-05-06 11:00:00	0.1723	0.0227	0.805	0.1496	positive	YES	NASDAQ	1.82	4.0
PAX	"[""PAX""]"	nGNX91skvb	2026-05-06 11:00:00	Patria Announces First Quarter 2026 Investor Call	Globe Newswire	57.48	2026-05-06 11:00:00	0.0903	0.0508	0.8589	0.0395	neutral	NO:sentiment_score	NASDAQ	13.15	1.62
ERAS	"[""ERAS""]"	nACSSNDGwa	2026-05-06 11:00:00	Bronstein, Gewirtz & Grossman, LLC Encourages Erasca, Inc. (ERAS) Investors to Inquire about Securities Investigation	ACCESSWIRE	186.79	2026-05-06 11:00:00	0.1118	0.0361	0.8521	0.0758	positive	YES	NASDAQ	10.95	10.38
CMPX	"[""CMPX""]"	nACSg8Tpka	2026-05-06 11:00:00	Bronstein, Gewirtz & Grossman, LLC Encourages Compass Therapeutics, Inc. (CMPX) Stockholders to Inquire about Securities Investigation	ACCESSWIRE	120.66	2026-05-06 11:00:00	0.4081	0.0498	0.5421	0.3583	positive	YES	NASDAQ	1.95	0.52
LEE	"[""LEE""]"	nACSTc8Pqa	2026-05-06 11:00:01	Bronstein, Gewirtz & Grossman, LLC Is Investigating Lee Enterprises, Inc. (LEE) And Encourages Stockholders to Connect	ACCESSWIRE	5.91	2026-05-06 11:00:01	0.0832	0.08	0.8367	0.0032	neutral	NO:sentiment_score	NASDAQ	8.33	-0.95
SRAD	"[""SRAD"", ""1M4""]"	nACSFGrw2a	2026-05-06 11:00:01	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Sportradar Group AG (SRAD) and Encourages Shareholders to Learn More About the Investigation	ACCESSWIRE	185.52	2026-05-06 11:00:01	0.1664	0.0606	0.773	0.1058	positive	YES	NASDAQ	14.1	4.83
1M4	"[""SRAD"", ""1M4""]"	nACSFGrw2a	2026-05-06 11:00:01	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Sportradar Group AG (SRAD) and Encourages Shareholders to Learn More About the Investigation	ACCESSWIRE		2026-05-06 11:00:01	0.1664	0.0606	0.773	0.1058	positive	NO:Float	NASDAQ		
SPWR	"[""SPWR""]"	nACS5svPca	2026-05-06 11:00:01	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against SunPower, Inc. (SPWR) And Encourages Shareholders to Reach Out	ACCESSWIRE	84.0	2026-05-06 11:00:01	0.1679	0.0789	0.7532	0.089	positive	YES	NASDAQ	1.09	4.81
MCW	"[""MCW""]"	nACSqmLTDa	2026-05-06 11:00:01	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Mister Car Wash, Inc. (MCW) and Encourages Shareholders to Learn More About the Investigation	ACCESSWIRE	101.67	2026-05-06 11:00:02	0.1713	0.0474	0.7813	0.1239	positive	YES	NASDAQ		
UHG	"[""UHG""]"	nACSDMq79a	2026-05-06 11:00:02	UHG INVESTOR ALERT:  Bronstein, Gewirtz and Grossman, LLC Announces that United Homes Group, Inc. Shareholders Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	11.21	2026-05-06 11:00:02	0.1672	0.2298	0.6031	-0.0626	negative	NO:sentiment_score	NASDAQ		
FORA	"[""FORA""]"	nACSXKzHSa	2026-05-06 11:00:02	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against Forian Inc. (FORA) And Encourages Shareholders to Reach Out	ACCESSWIRE	8.22	2026-05-06 11:00:03	0.197	0.0681	0.7349	0.1289	positive	YES	NASDAQ		
POET	"[""POET""]"	nACSX7kVZa	2026-05-06 11:00:03	POET Technologies Inc. (POET) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Shareholders to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	90.52	2026-05-06 11:00:03	0.2222	0.0315	0.7462	0.1907	positive	YES	NASDAQ	10.95	15.38
RMAX	"[""RMAX""]"	nACSqDCBla	2026-05-06 11:00:03	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against RE/MAX Holdings, Inc. (RMAX) and Encourages Investors to Learn More About the Investigation	ACCESSWIRE	15.32	2026-05-06 11:00:03	0.2376	0.0811	0.6814	0.1565	positive	YES	NYSE	10.86	3.23
PICS	"[""PICS""]"	nACSxZMMta	2026-05-06 11:00:03	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against PicS N.V. a/ka PicPay Holdings (PICS) And Encourages Shareholders to Reach Out	ACCESSWIRE	22.23	2026-05-06 11:00:03	0.4312	0.0443	0.5246	0.3869	positive	YES	NASDAQ	13.53	13.89
VERI	"[""VERI""]"	nACSYFjWsa	2026-05-06 11:00:03	Veritone, Inc. (VERI) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Investors to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	81.54	2026-05-06 11:00:03	0.2368	0.035	0.7282	0.2018	positive	YES	NASDAQ	2.26	3.67
SFL	"[""SFL""]"	nWkr90sf8n	2026-05-06 11:10:58	Report from Annual General Meeting 2026 of Safello Group AB	Cision	106.87	2026-05-06 11:10:58	0.0786	0.0542	0.8672	0.0245	neutral	NO:sentiment_score	Nasdaq Stockholm		
NABL	"[""NABL""]"	nPn80NMFpa	2026-05-06 11:17:00	VIP Software Brings in Revenue Operator Chris Kennedy to Scale rateIQ™ as the Insurance Industry's Intelligence Layer	PR Newswire	67.44	2026-05-06 11:17:00	0.2722	0.0141	0.7137	0.2581	positive	YES	NYSE	5.48	2.05
ALDX	"[""ALDX""]"	nGNX2MJ1fp	2026-05-06 11:22:53	ROSEN, THE FIRST FILING FIRM, Encourages Aldeyra Therapeutics, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - ALDX	Globe Newswire	55.6	2026-05-06 11:22:53	0.341	0.1005	0.5585	0.2404	positive	YES	NASDAQ	1.86	8.14
ATOM	"[""ATOM""]"	nGNX47HGlL	2026-05-06 11:32:05	Atomera Incorporated Shareholders Are Encouraged to Reach Out to Johnson Fistel for More Information About Potentially Recovering Their Losses	Globe Newswire	36.64	2026-05-06 11:32:05	0.6524	0.0327	0.3149	0.6196	positive	YES	NASDAQ	10.1	45.11
NRO	"[""NRO""]"	nGNE55p0QF	2026-05-06 11:40:00	REG-NEURONES: + 5.6% organic growth in Q1 2026	Globe Newswire	63.36	2026-05-06 11:40:00	0.4527	0.0204	0.5268	0.4323	positive	YES	Euronext Paris		
BRAI	"[""BRAI""]"	nPRr69462a	2026-05-06 11:42:17	REG-BlackRock American Income Trust Plc: Issue of Equity	PR Newswire	17.7	2026-05-06 11:42:17	0.0606	0.0415	0.8979	0.0191	neutral	NO:sentiment_score	LSE		
RSSS	"[""RSSS""]"	nPn52m0sqa	2026-05-06 11:47:24	Research Solutions to Announce Third Quarter Fiscal Year 2026 Results on Thursday, May 14, 2026	PR Newswire	27.24	2026-05-06 11:47:24	0.0716	0.0435	0.8849	0.0281	neutral	NO:sentiment_score	NASDAQ	2.59	1.17
HOLO	"[""HOLO""]"	nGNX1sf3cT	2026-05-06 11:59:00	MicroCloud Hologram Inc. Strong Designated Verifier Signature Protocol Based on High-Order Multivariate Algebraic Equations	Globe Newswire	22.3	2026-05-06 11:59:00	0.1517	0.0097	0.8385	0.142	positive	YES	NASDAQ	1.79	9.15
SES	"[""SES""]"	nGNX27NFDJ	2026-05-06 12:00:00	Bronstein, Gewirtz & Grossman LLC Urges SES AI Corporation Investors to Act: Class Action Filed Alleging Investor Harm	Globe Newswire	236.25	2026-05-06 12:00:00	0.1003	0.2767	0.6229	-0.1764	negative	NO:sentiment_score	NYSE	0.99	1.02
EXPI	"[""EXPI""]"	nGNX33XYl9	2026-05-06 12:00:00	Industry Veteran Mario J Alvarez Jr Brings $1B+ Track Record to eXp Commercial	Globe Newswire	92.41	2026-05-06 12:00:00	0.6661	0.0271	0.3068	0.6389	positive	YES	NASDAQ		
ALDX	"[""ALDX""]"	nGNX9k72dm	2026-05-06 12:00:00	Bronstein, Gewirtz & Grossman LLC Urges Aldeyra Therapeutics, Inc. Investors to Act: Class Action Filed Alleging Investor Harm	Globe Newswire	55.6	2026-05-06 12:00:00	0.1553	0.2714	0.5732	-0.1161	negative	NO:sentiment_score	NASDAQ	1.86	8.14
AMG	"[""AMG""]"	nGNE4C2Dwx	2026-05-06 12:00:00	REG-AMG Reports Better than Expected First Quarter 2026 Results	Globe Newswire	25.59	2026-05-06 12:00:00	0.9124	0.047	0.0406	0.8655	positive	YES	Euronext Amsterdam		
IMMP	"[""IMMP"", ""IMM""]"	nGNXRdcNr	2026-05-06 12:00:00	Bronstein, Gewirtz & Grossman LLC Urges Immutep Limited Investors to Act: Class Action Filed Alleging Investor Harm	Globe Newswire	146.13	2026-05-06 12:00:00	0.132	0.2866	0.5814	-0.1546	negative	NO:sentiment_score	NASDAQ	0.45	-2.17
IMM	"[""IMMP"", ""IMM""]"	nGNXRdcNr	2026-05-06 12:00:00	Bronstein, Gewirtz & Grossman LLC Urges Immutep Limited Investors to Act: Class Action Filed Alleging Investor Harm	Globe Newswire		2026-05-06 12:00:00	0.132	0.2866	0.5814	-0.1546	negative	NO:sentiment_score,Float	NASDAQ		
POET	"[""POET""]"	nGNX3l442r	2026-05-06 12:00:00	Bronstein, Gewirtz & Grossman LLC Urges POET Technologies Inc. Investors to Act: Class Action Filed Alleging Investor Harm	Globe Newswire	90.52	2026-05-06 12:00:00	0.12	0.2472	0.6327	-0.1272	negative	NO:sentiment_score	NASDAQ	10.95	15.38
DRVN	"[""DRVN""]"	nNFCBCgvK	2026-05-06 12:00:18	Bronstein, Gewirtz & Grossman LLC Urges Driven Brands Holdings Inc. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	58.87	2026-05-06 12:00:18	0.1578	0.2764	0.5658	-0.1185	negative	NO:sentiment_score	NASDAQ	14.07	1.22
CWH	"[""CWH""]"	nNFC8qkMVD	2026-05-06 12:00:18	Bronstein, Gewirtz & Grossman LLC Urges Camping World Holdings, Inc. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	58.96	2026-05-06 12:00:18	0.1469	0.2723	0.5808	-0.1254	negative	NO:sentiment_score	NYSE	8.11	8.71
CHOW	"[""CHOW""]"	nNFC9SGZdw	2026-05-06 12:00:19	Bronstein, Gewirtz & Grossman LLC Urges ChowChow Cloud International Holdings Ltd. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	10.64	2026-05-06 12:00:19	0.1333	0.3273	0.5394	-0.194	negative	NO:sentiment_score	NYSE American	0.43	0.0
VITL	"[""VITL""]"	nNFC3QpslW	2026-05-06 12:00:19	Bronstein, Gewirtz & Grossman LLC Urges Vital Farms, Inc. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	36.68	2026-05-06 12:00:19	0.1757	0.1911	0.6333	-0.0154	neutral	NO:sentiment_score	NASDAQ	13.43	4.92
FSK	"[""FSK""]"	nNFC1XnYV5	2026-05-06 12:00:19	Bronstein, Gewirtz & Grossman LLC Urges FS KKR Capital Corp. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	279.32	2026-05-06 12:00:19	0.1494	0.2462	0.6044	-0.0967	negative	NO:sentiment_score	NYSE	11.6	0.26
FCHL	"[""FCHL""]"	nNFC9R2s4Z	2026-05-06 12:00:19	Bronstein, Gewirtz & Grossman LLC Urges Fitness Champs Holdings Ltd. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	0.35	2026-05-06 12:00:19	0.144	0.192	0.664	-0.048	neutral	NO:sentiment_score	NASDAQ	2.86	8.75
GEMI	"[""GEMI""]"	nNFC7YScRZ	2026-05-06 12:00:19	Bronstein, Gewirtz & Grossman LLC Urges Gemini Space Station, Inc. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	38.2	2026-05-06 12:00:19	0.1485	0.2226	0.6289	-0.0741	negative	NO:sentiment_score	NASDAQ	5.05	5.21
BW	"[""BW""]"	nNFC9gWyTm	2026-05-06 12:00:20	Bronstein, Gewirtz & Grossman LLC Urges Babcock & Wilcox Enterprises, Inc. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	130.21	2026-05-06 12:00:20	0.1202	0.3864	0.4933	-0.2662	negative	NO:sentiment_score	NYSE	16.08	3.74
ATRA	"[""ATRA""]"	nNFC1qQr7R	2026-05-06 12:00:20	Bronstein, Gewirtz & Grossman LLC Urges Atara Biotherapeutics, Inc. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	4.86	2026-05-06 12:00:20	0.1282	0.3506	0.5213	-0.2224	negative	NO:sentiment_score	NASDAQ	5.26	10.5
ZTEK	"[""ZTEK"", ""ZEN""]"	nNFC1966C5	2026-05-06 12:00:23	Zentek Accepting Canadian Commercial Orders for ZenGUARD(TM) Enhanced Air Filters Following Health Canada Regulatory Classification	Newsfile Corp	102.98	2026-05-06 12:00:23	0.5048	0.0183	0.4769	0.4864	positive	YES	NASDAQ	0.68	36.0
