Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger	Exchange	DailyHigh($)	DailyHigh(%)	FinBERTCompletedAt	body_sentiment	BodyCompletedAt	body_duration_ms	neutral_filter	confidence_weighted	net_score	top_k	positional	recommended
KIDZ	"[""KIDZ""]"	nACSvt8Pka	2026-05-11 07:36:00	Classover Launches Embodied AI Robotics Education Platform Featuring Proprietary Curriculum Built on Advanced Humanoid Robotics Systems	ACCESSWIRE	0.99	0.1805	0.0167	0.8028	0.1638	positive		NO:sentiment_score	NASDAQ	0.89	36.92	2026-05-11 07:36:01.037340		2026-05-11 07:36:02.697987	1777.87	0.1736	0.0691	0.0451	0.0948	0.0706	0.1736
CMND	"[""CMND""]"	nGNX8xztmY	2026-05-11 07:55:00	Clearmind Medicine Announces “Inside MEAI” Webinar Featuring New Insights from CMND-100 Psychedelic Clinical Trial	Globe Newswire	1.71	0.1547	0.0211	0.8241	0.1336	positive		NO:sentiment_score	NASDAQ	5.66	3.85	2026-05-11 07:55:00.285058	0.161	2026-05-11 07:55:01.841670	1653.89	0.4943	0.5937	0.3401	0.3401	0.2176	0.6586
HOVR	"[""HOVR""]"	nACS58qpFa	2026-05-11 08:00:00	New Horizon Aircraft Ltd. Announces Closing of $20 Million Offering of Common Shares	ACCESSWIRE	37.33	0.0954	0.0264	0.8783	0.069	positive		NO:sentiment_score	NASDAQ	2.53	1.2	2026-05-11 08:00:00.386713		2026-05-11 08:00:05.512015	5196.24	0.4295	0.2085	0.0921	0.1793	0.0857	0.4295
APYX	"[""APYX""]"	nGNX40rD97	2026-05-11 08:00:00	Apyx Medical Corporation Receives Expanded FDA 510(k) Clearance Adding Power Liposuction Capability to AYON Body Contouring System™	Globe Newswire	36.28	0.8527	0.0104	0.1369	0.8422	positive		YES	NASDAQ	4.14	12.81	2026-05-11 08:00:00.883556	0.2875	2026-05-11 08:00:07.941637	3654.09	0.5439	0.6142	0.4436	0.6836	0.5575	0.6449
CVM	"[""CVM""]"	nBw4fVWmLa	2026-05-11 08:00:02	CEL-SCI Enters Strategic Agreement with Amarox for the Registration, Commercialization, and Distribution of Multikine in Saudi Arabia	Business Wire	7.75	0.7815	0.0115	0.207	0.77	positive		YES	NYSE American	1.8	5.88	2026-05-11 08:00:02.289084	0.5466	2026-05-11 08:00:13.417879	3939.39	0.4203	0.5158	0.3338	0.8833	0.5334	0.5409
NKLR	"[""NKLR""]"	nGNX3MyCr9	2026-05-11 08:00:02	Terra Innovatum Partners with Sant’Anna University to Advance Autonomous Operations and AI Integration for SOLO™	Globe Newswire	21.74	0.4836	0.0116	0.5048	0.472	positive		NO:sentiment_score	NASDAQ	6.4	10.73	2026-05-11 08:00:02.261545	0.6872	2026-05-11 08:00:14.466978	5085.66	0.5216	0.6469	0.5216	0.5216	0.6981	0.6469
CCLD	"[""CCLD""]"	nGNX347Xmf	2026-05-11 08:00:02	CareCloud to Ring Nasdaq Closing Bell, Host 2026 Analyst Day on May 19	Globe Newswire	35.87	0.1626	0.0193	0.8181	0.1432	positive		NO:sentiment_score	NASDAQ	2.4	0.42	2026-05-11 08:00:04.387361		2026-05-11 08:00:16.113710	2690.29	0.3612	0.4528	0.2502	0.6681	0.2515	0.5071
TPET	"[""TPET""]"	nGNX7x6q0t	2026-05-11 08:00:02	TRIO PETROLEUM CORP ANNOUNCES STRATEGIC EXPANSION INITIATIVE FOLLOWING SUCCESSFUL CAPITAL RAISE AND ENCOURAGES STOCKHOLDER SUPPORT AT MAY 21ST ANNUAL MEETING	Globe Newswire	32.15	0.7688	0.0242	0.207	0.7446	positive		YES	NYSE American	0.47	0.0	2026-05-11 08:00:05.555250	0.5194	2026-05-11 08:00:16.433538	1958.88	0.8551	0.7614	0.4794	0.4794	0.7573	0.8551
GALT	"[""GALT""]"	nGNXbQQpx7	2026-05-11 08:00:02	Galectin Therapeutics Announces Publication of NAVIGATE Phase 2b Trial Results for Belapectin in the Journal of Hepatology	Globe Newswire	46.51	0.2509	0.0543	0.6948	0.1966	positive		NO:sentiment_score	NASDAQ	2.4	14.29	2026-05-11 08:00:07.949432	0.1275	2026-05-11 08:00:19.642576	3193.42	0.1961	0.1239	0.0982	0.0982	0.1891	0.1961
MLCI	"[""MLCI""]"	nGNX1W9Y8d	2026-05-11 08:00:03	Mount Logan Capital Inc. Schedules Release of First Quarter 2026 Results	Globe Newswire	10.57	0.0334	0.0462	0.9205	-0.0128	neutral		NO:sentiment_score	NASDAQ	3.98	0.25	2026-05-11 08:00:09.412294		2026-05-11 08:00:21.198493	1561.7	0.1194	0.1051	0.0803	0.1194	0.0762	0.1292
JFB	"[""JFB""]"	nGNX3MWN0J	2026-05-11 08:00:02	JFB Construction Announces 115% increase in Revenue Q1 2026 over Q1 2025	Globe Newswire	5.85	0.9373	0.0156	0.0471	0.9217	positive		YES	NASDAQ	5.87	2.62	2026-05-11 08:00:06.331319	0.1952	2026-05-11 08:00:21.307990	5185.28	0.4816	0.7001	0.336	0.6276	0.5112	0.768
XGN	"[""XGN""]"	nGNX7YJRSm	2026-05-11 08:00:03	Exagen Inc. Reports First Quarter 2026 Results	Globe Newswire	15.67	0.0448	0.0448	0.9105	-0.0	neutral		NO:sentiment_score	NASDAQ	4.13	34.97	2026-05-11 08:00:09.585060	0.1388	2026-05-11 08:00:26.707157	5503.77	0.1494	0.1006	0.0497	0.1024	0.0302	0.1681
MEHA	"[""MEHA""]"	nNFC72zXBK	2026-05-11 08:00:17	Functional Brands Inc. Signs Binding Letter of Intent for the Acquisition of the Assets of BullionFX | Alchemy for $142.9 million	Newsfile Corp	19.91	0.341	0.0214	0.6376	0.3196	positive		NO:sentiment_score	NASDAQ	0.24	166.67	2026-05-11 08:00:19.645477	0.2342	2026-05-11 08:00:30.536701	3803.41	0.4944	0.4912	0.266	0.5947	0.4485	0.5944
TUSK	"[""TUSK""]"	nPn1wk8Y1a	2026-05-11 08:00:17	Mammoth Energy Services, Inc. Announces First Quarter 2026 Operational and Financial Results	PR Newswire	47.08	0.2025	0.1204	0.6771	0.0821	positive		NO:sentiment_score	NASDAQ	3.09	29.29	2026-05-11 08:00:17.307695	0.0464	2026-05-11 08:00:35.636079	10139.13	0.0933	0.0802	0.0706	0.0706	0.097	0.0938
COCH	"[""COCH""]"	nNFC5WhVBM	2026-05-11 08:00:18	Envoy Medical Reports Landmark Accomplishments, Advancing Toward FDA Approval of First-of-Its-Kind Fully Implanted Cochlear Implant	Newsfile Corp	45.77	0.8121	0.0124	0.1754	0.7997	positive		YES	NASDAQ	0.69	6.15	2026-05-11 08:00:21.202516		2026-05-11 08:00:37.419068	6881.02	0.2846	0.4239	0.2231	0.8075	0.695	0.4572
CFND	"[""CFND""]"	nBw9wJzTga	2026-05-11 08:02:00	C1 Fund Inc. (NYSE: CFND) Announces Fourth Quarter and Full Year 2025 Results	Business Wire	6.7667	0.0749	0.0541	0.871	0.0208	neutral		NO:sentiment_score	NYSE	3.65	4.89	2026-05-11 08:02:00.294932	0.2236	2026-05-11 08:02:01.858031	1655.57	0.1256	0.1007	0.0919	0.0919	0.1243	0.1256
CLRB	"[""CLRB""]"	nGNX389jrF	2026-05-11 08:05:00	Cellectar Biosciences to Report First Quarter Financial Results and Host a Conference Call on Thursday, May 14, 2026	Globe Newswire	3.98	0.0742	0.0235	0.9024	0.0507	positive		NO:sentiment_score	NASDAQ	3.17	4.97	2026-05-11 08:05:00.266311	0.2058	2026-05-11 08:05:01.295129	1076.76	0.4957	0.5487	0.3016	0.4957	0.2466	0.6222
YYGH	"[""YYGH""]"	nPn59GMDma	2026-05-11 08:07:00	YY Group (NASDAQ: YYGH) Issues Strategic Update on AI-Native Platform Evolution and Inaugural AI Product Preview	PR Newswire	2.43	0.1227	0.0148	0.8625	0.1078	positive		NO:sentiment_score	NASDAQ	1.42	27.93	2026-05-11 08:07:00.248140	0.0956	2026-05-11 08:07:02.830889	2673.28	0.2306	0.1902	0.1199	0.2306	0.1805	0.2552
SPAI	"[""SPAI""]"	nGNX2W2W6B	2026-05-11 08:11:45	Safe Pro’s Edge AI Battlefield Threat Detection Selected by U.S. Army for Upcoming Force-on-Force Combat Exercise	Globe Newswire	12.96	0.3013	0.0123	0.6864	0.2889	positive		NO:sentiment_score	NASDAQ	4.79	14.59	2026-05-11 08:11:45.233776	0.1892	2026-05-11 08:11:46.979167	1818.98	0.1579	0.1148	0.0814	0.25	0.1588	0.1596
JZXN	"[""JZXN""]"	nGNXcbVPGG	2026-05-11 08:15:00	Jiuzi Holdings, Inc. Announces $210,000 Realized Gains from DCIP Investment and Approves $100,000 Share Repurchase Program, Validating Sustainable Digital Asset Investment Framework	Globe Newswire	1.39	0.7249	0.014	0.2611	0.7109	positive		YES	NASDAQ	1.88	106.59	2026-05-11 08:15:00.247476	0.6512	2026-05-11 08:15:01.787548	1539.66	0.8039	0.8044	0.8039	0.8039	0.7932	0.8044
TURB	"[""TURB""]"	nGNX3tGL3f	2026-05-11 08:15:00	Turbo Energy Expands AI-Driven Energy Platform in Chile To Capture Growing Distributed Energy Opportunity	Globe Newswire	16.9636	0.5987	0.009	0.3923	0.5897	positive		NO:sentiment_score	NASDAQ	1.47	9.7	2026-05-11 08:15:00.406691	0.5173	2026-05-11 08:15:05.012606	3275.35	0.6452	0.7102	0.6059	0.8345	0.664	0.7156
VNRX	"[""VNRX""]"	nPn2TNYswa	2026-05-11 08:19:00	VolitionRx Limited Schedules First Quarter 2026 Earnings Conference Call and Business Update	PR Newswire	6.37	0.0378	0.0484	0.9138	-0.0106	neutral		NO:sentiment_score	NYSE American	2.3	-1.71	2026-05-11 08:19:00.191155	0.0488	2026-05-11 08:19:00.944997	836.35	-0.0673	0.0021	0.0132	0.0578	0.0136	-0.0673
AGPU	"[""AGPU""]"	nGNX2cKDWK	2026-05-11 08:30:00	Axe Compute to Host Q1 2026 Financial Results Conference Call	Globe Newswire	3.87	0.2174	0.0465	0.7361	0.1709	positive		NO:sentiment_score	NASDAQ	6.77	21.98	2026-05-11 08:30:00.353583	0.0579	2026-05-11 08:30:03.598625	3278.83	0.205	0.2162	0.1419	0.2624	0.1254	0.2684
ASTC	"[""ASTC""]"	nGNX56kW84	2026-05-11 08:30:00	Astrotech Corporation Receives ECAC/EU G1 Certification of Trace Detection in Aviation Security 	Globe Newswire	1.4	0.8075	0.0136	0.1789	0.7939	positive		YES	NASDAQ	3.05	10.11	2026-05-11 08:30:00.273837	0.7421	2026-05-11 08:30:05.080786	4876.56	0.3791	0.5287	0.2787	0.563	0.5055	0.5696
HTOO	"[""HTOO""]"	nGNX5pX9t9	2026-05-11 08:30:00	Fusion Fuel Announces BioSteam Energy Has Begun Commercial Operations	Globe Newswire	2.27	0.1559	0.0171	0.827	0.1388	positive		NO:sentiment_score	NASDAQ	3.19	22.69	2026-05-11 08:30:00.479994	0.2696	2026-05-11 08:30:07.804763	2720.33	0.3827	0.4031	0.2872	0.2872	0.3391	0.4516
ABEO	"[""ABEO""]"	nGNX2GFJSt	2026-05-11 08:30:00	Abeona Therapeutics® Announces Activation of Children's Hospital of Philadelphia as a New Qualified Treatment Center for ZEVASKYN®	Globe Newswire	48.32	0.6572	0.0099	0.3329	0.6473	positive		NO:sentiment_score	NASDAQ	6.02	3.08	2026-05-11 08:30:00.601042	0.0923	2026-05-11 08:30:13.215412	5391.83	0.3742	0.2631	0.1613	0.1613	0.3538	0.3742
EOLS	"[""EOLS""]"	nBw75w1Bpa	2026-05-11 08:30:00	Evolus Announces Commercial Launch of Estyme® Injectable Hyaluronic Acid Gels in Europe	Business Wire	47.85	0.3856	0.0102	0.6042	0.3754	positive		NO:sentiment_score	NASDAQ	6.58	4.78	2026-05-11 08:30:00.761089	0.2229	2026-05-11 08:30:15.034291	7043.74	0.2542	0.2608	0.2542	0.2542	0.2057	0.2608
LMFA	"[""LMFA""]"	nGNX7vGlp3	2026-05-11 08:30:01	LM Funding America Announces April 2026 Production and Operational Update	Globe Newswire	14.38	0.1176	0.0647	0.8177	0.053	positive		NO:sentiment_score	NASDAQ	0.28	16.67	2026-05-11 08:30:01.162229	0.0795	2026-05-11 08:30:18.292720	3256.91	0.0	-0.0074	0.001	0.001	-0.0051	0.0
AERT	"[""AERT""]"	nGNXbmhsJJ	2026-05-11 08:30:01	Aeries Technology Partners with Two Circles to Launch New Hyderabad Office	Globe Newswire	12.7	0.6481	0.01	0.3419	0.638	positive		NO:sentiment_score	NASDAQ	0.75	15.38	2026-05-11 08:30:05.179931		2026-05-11 08:30:19.711380	1411.98	0.6209	0.6366	0.6209	0.6209	0.6171	0.6366
SSTI	"[""SSTI""]"	nGNXbdYtxL	2026-05-11 08:30:01	SoundThinking Honors Law Enforcement During National Police Week 2026	Globe Newswire	9.62	0.207	0.0344	0.7585	0.1726	positive		NO:sentiment_score	NASDAQ	7.09	2.46	2026-05-11 08:30:03.614264	0.3952	2026-05-11 08:30:19.908488	2910.78	0.5118	0.5824	0.476	0.7459	0.5977	0.5922
SURG	"[""SURG""]"	nGNX6yfPMH	2026-05-11 08:30:01	SurgePays to Host First Quarter 2026 Financial Results Conference Call on May 15th	Globe Newswire	15.58	0.0995	0.0195	0.8809	0.08	positive		NO:sentiment_score	NASDAQ	0.56	1.82	2026-05-11 08:30:07.811612	0.1509	2026-05-11 08:30:21.020545	1250.6	0.3386	0.3942	0.2282	0.4356	0.1806	0.4496
DUOT	"[""DUOT""]"	nGNX1dhKJ2	2026-05-11 08:30:01	Duos Technologies Group Sets First Quarter 2026 Earnings Call for Monday, May 18, 2026 at 8:30 AM ET	Globe Newswire	26.04	0.0312	0.0358	0.933	-0.0047	neutral		NO:sentiment_score	NASDAQ	8.72	4.68	2026-05-11 08:30:13.231836	0.0432	2026-05-11 08:30:24.543904	3568.1	0.0625	0.0641	0.062	0.067	0.0576	0.0625
NNVC	"[""NNVC""]"	nACScPqrXa	2026-05-11 08:30:01	Recent Hantavirus On A Cruise Ship Highlights the Need for Broad-Spectrum Antiviral Drugs Such as NV-387, Says NanoViricides	ACCESSWIRE	20.99	0.4458	0.0847	0.4695	0.361	positive		NO:sentiment_score	NYSE American	1.88	20.51	2026-05-11 08:30:08.043822	0.4919	2026-05-11 08:30:26.417594	6500.87	0.3094	0.2117	0.103	0.3094	0.178	0.3551
ADIL	"[""ADIL""]"	nGNX9d27W1	2026-05-11 08:30:01	Adial Pharmaceuticals Reports 2026 First Quarter Financial Results and Provides Business Update	Globe Newswire	1.41	0.0957	0.0267	0.8776	0.0689	positive		NO:sentiment_score	NASDAQ	1.5	4.17	2026-05-11 08:30:15.056935	0.0576	2026-05-11 08:30:30.152520	5585.62	-0.0048	-0.0048	-0.0048	-0.0048	-0.0048	-0.0048
SNAL	"[""SNAL""]"	nGNX3mJrkB	2026-05-11 08:30:01	Snail, Inc. Sets First Quarter 2026 Conference Call for Wednesday, May 13, 2026 at 4:30 p.m. ET	Globe Newswire	8.65	0.0327	0.0539	0.9134	-0.0212	neutral		NO:sentiment_score	NASDAQ	0.48	6.67	2026-05-11 08:30:18.336752	0.1	2026-05-11 08:30:30.971182	799.49	0.1283	0.1337	0.1283	0.1283	0.1222	0.1337
TOMZ	"[""TOMZ""]"	nGNX3RLMm5	2026-05-11 08:30:01	Cruise Ship Virus Outbreaks Highlight Massive Emerging Demand for TOMI Environmental Solutions’ SteraMist Technology	Globe Newswire	11.66	0.5926	0.0501	0.3574	0.5425	positive		NO:sentiment_score	NASDAQ	0.85	3.66	2026-05-11 08:30:17.003076	0.4463	2026-05-11 08:30:31.787550	5370.41	0.4613	0.6479	0.4613	0.4613	0.7276	0.6479
FBLG	"[""FBLG""]"	nGNX9RZMkc	2026-05-11 08:30:01	FibroBiologics Advancing Development of a Fibroblast Treatment for Hantavirus	Globe Newswire	2.93	0.1971	0.0137	0.7892	0.1835	positive		NO:sentiment_score	NASDAQ	1.6	37.93	2026-05-11 08:30:19.733015	0.6262	2026-05-11 08:30:34.322178	3344.03	0.279	0.3597	0.2222	0.7045	0.3938	0.3921
WAVE	"[""WAVE"", ""1KW0Y""]"	nNFC7wKxWp	2026-05-11 08:30:17	Eco Wave Power to Present at the Centurion One Capital Inaugural Miami Summit	Newsfile Corp	5.61	0.1815	0.0158	0.8027	0.1657	positive		NO:sentiment_score	NASDAQ	8.69	12.13	2026-05-11 08:30:21.057537	0.1899	2026-05-11 08:30:38.656035	4327.28	0.2285	0.2292	0.2285	0.2285	0.2318	0.2292
STKE	"[""STKE"", ""HODL""]"	nNFC77KgYq	2026-05-11 08:30:21	SOL Strategies Announces Second Quarter 2026 Earnings Conference Call	Newsfile Corp	19.5	0.079	0.0616	0.8594	0.0173	neutral		NO:sentiment_score	NASDAQ	2.19	22.35	2026-05-11 08:30:26.420320	0.0524	2026-05-11 08:30:42.819411	4155.36	0.0806	0.0449	0.0317	0.0637	0.0429	0.0814
DRCT	"[""DRCT""]"	nPn1BXc5pa	2026-05-11 08:30:01	Direct Digital Holdings Reports First Quarter 2026 Financial Results	PR Newswire	0.64	0.1369	0.1097	0.7534	0.0272	neutral		NO:sentiment_score	NASDAQ	4.23	1.68	2026-05-11 08:30:19.948841	0.1878	2026-05-11 08:30:44.130313	12334.0	0.0586	0.1062	0.0615	0.1762	0.028	0.1179
BEAT	"[""BEAT""]"	nBwbd5pFWa	2026-05-11 08:31:00	HeartBeam Initiates Pilot Study of First On-Demand 12-Lead ECG Patch to Detect Ischemia Outside the Clinic	Business Wire	47.15	0.6177	0.016	0.3663	0.6017	positive		NO:sentiment_score	NASDAQ	0.97	6.59	2026-05-11 08:31:00.281606		2026-05-11 08:31:04.259112	3989.92	0.31	0.4005	0.2732	0.6375	0.3437	0.4171
MTVA	"[""MTVA""]"	nPn94NSqKa	2026-05-11 08:31:00	MetaVia to Present Data Highlighting DA-1726, a GLP-1/Glucagon Dual Agonist, in a Late-Breaking Poster Presentation at the EASL Congress 2026	PR Newswire	3.29	0.2554	0.0236	0.721	0.2318	positive		NO:sentiment_score	NASDAQ	1.19	6.25	2026-05-11 08:31:00.212699	0.183	2026-05-11 08:31:05.539779	5423.38	0.347	0.397	0.1924	0.4736	0.3308	0.4718
GGRP	"[""GGRP""]"	nACSjz55Fa	2026-05-11 08:45:00	The Glimpse Group to Announce Q3 Fiscal Year 2026 Financial Results On Thursday, March 14, 2026 After Market Close	ACCESSWIRE	14.91	0.1152	0.0255	0.8593	0.0897	positive		NO:sentiment_score	NASDAQ	0.54	5.88	2026-05-11 08:45:00.575025	0.1414	2026-05-11 08:45:05.082822	1386.76	0.3361	0.2646	0.0745	0.238	0.0675	0.5223
AGEN	"[""AGEN""]"	nBw3q6DCba	2026-05-11 08:45:00	Agenus Reports First Quarter 2026 Financial Results and Highlights BOT+BAL Execution Across Global Access and Phase 3 Development	Business Wire	34.54	0.4987	0.0166	0.4847	0.4821	positive		NO:sentiment_score	NASDAQ	3.95	1.28	2026-05-11 08:45:00.345866	0.2223	2026-05-11 08:45:09.762737	6628.57	0.3309	0.3232	0.2873	0.3648	0.3109	0.3413
GEMI	"[""GEMI""]"	nNFC1ZNvZ4	2026-05-11 08:51:16	GEMINI SPACE STATION, INC. (GEMI) CLASS ACTION DEADLINE APPROACHING: Berger Montague Advises Investors to Inquire About a Securities Fraud Class Action by May 18, 2026	Newsfile Corp	38.2	0.1337	0.0684	0.7979	0.0653	positive		NO:sentiment_score	NASDAQ	5.35	8.08	2026-05-11 08:51:16.943354	0.1265	2026-05-11 08:51:17.599772	724.3	-0.1725	-0.3202	-0.081	0.421	-0.0836	-0.3775
ANIX	"[""ANIX""]"	nPn7wHD3Ba	2026-05-11 08:55:01	Anixa Biosciences Reports Updated Positive Survival Observations from Ongoing Phase 1 Trial of Lira-cel Ovarian Cancer CAR-T Therapy	PR Newswire	31.72	0.7417	0.0359	0.2224	0.7059	positive		YES	NASDAQ	3.16	3.61	2026-05-11 08:55:01.154430	0.1969	2026-05-11 08:55:03.621649	2512.33	0.2875	0.4152	0.2265	0.818	0.2754	0.4462
WTO	"[""WTO""]"	nGNX7DGZss	2026-05-11 09:00:00	UTime Limited Provides Update on Due Diligence Progress for Proposed Transaction with Feixiaohao	Globe Newswire	1.69	0.0996	0.0185	0.8819	0.0811	positive		NO:sentiment_score	NASDAQ	1.13	17.71	2026-05-11 09:00:00.854196	0.2725	2026-05-11 09:00:04.297451	3510.39	0.6451	0.524	0.2704	0.4524	0.444	0.6501
LINK	"[""LINK""]"	nGNX96NWGf	2026-05-11 09:00:00	Interlink Electronics, Inc. Announces Execution of Non-Binding Letter of Intent For Potential Strategic Acquisition	Globe Newswire	3.54	0.4207	0.0458	0.5335	0.3749	positive		NO:sentiment_score	NASDAQ	5.75	61.52	2026-05-11 09:00:01.023064	0.2585	2026-05-11 09:00:06.759455	2455.68	0.3698	0.3698	0.3698	0.3698	0.3698	0.3698
IRHO	"[""IRHO""]"	nGNXWHpk0	2026-05-11 09:00:00	ELECTRA AI and Iron Horse Acquisition II Corp. (Nasdaq: IRHO) Release Additional Investor Materials	Globe Newswire	23.57	0.0511	0.0547	0.8943	-0.0036	neutral		NO:sentiment_score	NASDAQ	9.99	0.2	2026-05-11 09:00:00.582604		2026-05-11 09:00:07.113589	6587.87	0.3931	0.242	0.132	0.1797	0.2029	0.3931
DLPN	"[""DLPN""]"	nACSZGCMka	2026-05-11 09:00:01	Dolphin to Host First Quarter 2026 Earnings Conference Call on May 12, 2026	ACCESSWIRE	9.53	0.0797	0.0493	0.871	0.0305	neutral		NO:sentiment_score	NASDAQ	1.48	3.5	2026-05-11 09:00:01.242097	-0.0405	2026-05-11 09:00:08.831150	2055.87	-0.2395	-0.163	-0.0425	-0.0701	-0.0358	-0.2867
SLSN	"[""SLSN""]"	nGNX7FDGV5	2026-05-11 09:00:01	Solésence Launches New Skin Health Technologies: WHSPR™ and Chromalüm™	Globe Newswire	18.25	0.229	0.0116	0.7594	0.2174	positive		NO:sentiment_score	NASDAQ	1.53	13.33	2026-05-11 09:00:01.419527	0.2926	2026-05-11 09:00:12.148236	3313.9	0.3709	0.3745	0.3709	0.3709	0.404	0.3745
AISP	"[""AISP""]"	nGNX3C1vZz	2026-05-11 09:00:01	Airship AI Reports First Quarter 2026 Financial Results	Globe Newswire	24.54	0.1312	0.1003	0.7685	0.031	neutral		NO:sentiment_score	NASDAQ	2.69	6.32	2026-05-11 09:00:01.255498		2026-05-11 09:00:18.007644	10888.92	0.0071	0.0171	0.0071	0.0071	0.0551	0.0171
REVB	"[""REVB""]"	nACSgrttra	2026-05-11 09:00:01	Revelation Biosciences, Inc. Releases Corporate Update Letter to Stockholders	ACCESSWIRE	3.54	0.0918	0.1007	0.8075	-0.0089	neutral		NO:sentiment_score	NASDAQ	1.0	5.26	2026-05-11 09:00:01.382600		2026-05-11 09:00:18.938535	6775.22	0.0	0.0151	0.0106	0.0135	-0.0079	0.0
EEIQ	"[""EEIQ""]"	nNFC36XwVy	2026-05-11 09:00:16	EpicQuest Education to Present at The LD Micro Invitational XVI	Newsfile Corp	0.86	0.1505	0.0165	0.833	0.1341	positive		NO:sentiment_score	NASDAQ	3.6	4.65	2026-05-11 09:00:16.498331	0.111	2026-05-11 09:00:19.675773	1666.34	0.1457	0.1266	0.102	0.102	0.1105	0.1503
LGVN	"[""LGVN""]"	nGNXZJ6w7	2026-05-11 09:10:00	Longeveron Announces Independent Data Monitoring Committee Positive Review and Recommendation to Complete Phase 2b Stem Cell Therapy Clinical Trial in Hypoplastic Left Heart Syndrome (HLHS)	Globe Newswire	19.3	0.6745	0.0282	0.2973	0.6463	positive		NO:sentiment_score	NASDAQ	0.9	7.14	2026-05-11 09:10:00.243021	0.0662	2026-05-11 09:10:02.925026	2767.65	0.2695	0.3843	0.2174	0.5247	0.4951	0.4221
WOK	"[""WOK""]"	nGNX9thyWn	2026-05-11 09:15:00	WORK Medical Collaborates with Novabioplus to Unlock Biological Data Value with AI, Advancing the “BioToken” Assetization Model	Globe Newswire	1.22	0.4002	0.0167	0.5832	0.3835	positive		NO:sentiment_score	NASDAQ	6.73	434.13	2026-05-11 09:15:00.253730	0.2454	2026-05-11 09:15:05.385547	5151.44	0.3488	0.5194	0.3488	0.3488	0.5766	0.5194
ERNA	"[""ERNA""]"	nGNX38pnbf	2026-05-11 09:15:00	Ernexa Therapeutics Releases Virtual Investor KOL Connect Segment Highlighting Ovarian Cancer Landscape and Lead Candidate ERNA-101	Globe Newswire	19.92	0.2166	0.019	0.7644	0.1976	positive		NO:sentiment_score	NASDAQ	7.9	8.07	2026-05-11 09:15:00.426876		2026-05-11 09:15:06.965463	1574.89	0.1431	0.1273	0.1078	0.1078	0.0972	0.1513
RENX	"[""RENX""]"	nGNX3sDJ2v	2026-05-11 09:15:00	RenX Enterprises Corp. Issues Letter to Shareholders	Globe Newswire	2.3	0.0699	0.0357	0.8944	0.0342	neutral		NO:sentiment_score	NASDAQ	2.1	1.45	2026-05-11 09:15:00.376729	0.2316	2026-05-11 09:15:07.615834	7253.21	0.3631	0.2301	0.1296	0.1766	0.2723	0.3631
LFWD	"[""LFWD"", ""2RW""]"	nGNX8gzDH5	2026-05-11 09:25:58	Lifeward to Report First Quarter 2026 Financial Results on May 15, 2026	Globe Newswire	1.48	0.0839	0.0555	0.8606	0.0284	neutral		NO:sentiment_score	NASDAQ	6.68	6.03	2026-05-11 09:25:58.240159	0.0974	2026-05-11 09:26:00.779483	2621.07	0.1306	0.0955	0.0732	0.1459	0.0825	0.1293
AMPG	"[""AMPG""]"	nGNX8HLr6d	2026-05-11 09:30:00	AmpliTech Group To Report First Quarter 2026 Results and Schedules Conference Call	Globe Newswire	22.09	0.0456	0.0355	0.919	0.0101	neutral		NO:sentiment_score	NASDAQ	2.75	21.15	2026-05-11 09:30:00.283727		2026-05-11 09:30:01.528738	1286.55	0.0421	0.0475	0.04	0.08	0.0374	0.0539
GGRP	"[""GGRP""]"	nACSv6Ntga	2026-05-11 09:45:45	CORRECTION FROM SOURCE: The Glimpse Group to Announce Q3 Fiscal Year 2026 Financial Results On Thursday, May 14, 2026 After Market Close	ACCESSWIRE	14.91	0.0874	0.0415	0.8711	0.0458	neutral		NO:sentiment_score	NASDAQ	0.54	5.88	2026-05-11 09:45:45.323636	0.0323	2026-05-11 09:45:46.275251	996.2	0.0406	0.0228	0.0188	0.0411	0.0149	0.0404
GEMI	"[""GEMI""]"	nGNX4Cm6jq	2026-05-11 09:58:13	GEMI Investors Have Opportunity to Lead Gemini Space Station, Inc. Securities Fraud Lawsuit with the Schall Law Firm	Globe Newswire	38.2	0.2133	0.0388	0.748	0.1745	positive		NO:sentiment_score	NASDAQ	5.35	8.08	2026-05-11 09:58:13.252788	-0.1158	2026-05-11 09:58:13.766188	593.26	-0.2669	-0.3028	-0.1414	-0.2029	-0.1168	-0.3667
III	"[""III""]"	nBw9Qn0kja	2026-05-11 10:00:00	Healthcare Enterprises Accelerate AI-Led Transformation	Business Wire	33.28	0.2778	0.0216	0.7007	0.2562	positive		NO:sentiment_score	NASDAQ	4.16	2.97	2026-05-11 10:00:00.473000	0.2496	2026-05-11 10:00:01.504842	1091.25	0.3074	0.356	0.2081	0.3074	0.3056	0.4186
KLC	"[""KLC""]"	nACSSYtC5a	2026-05-11 10:05:00	KinderCare Stock Alert (KLC): Kehoe Law Firm, P.C. Investigating Potential Breach of Fiduciary Duty Claims	ACCESSWIRE	30.46	0.1845	0.1156	0.6999	0.0689	positive		NO:sentiment_score	NYSE	3.92	-1.75	2026-05-11 10:05:00.690143		2026-05-11 10:05:01.196457	606.42	0.0	0.0024	0.002	0.002	-0.0053	0.0
